企业名称,统一社会信用代码,注册日期,企业类型,法人代表,注册资金,经营范围,所在省份,地区,注册地址
长乐市古槐德祥机械冷作厂,92350182MA2Y01G73N,2000-01-01,个体工商户,N/A,"N/A","服务：安装管道。",福建,福州,"长乐市古槐镇中街村马路店（古槐金春澡堂左侧）"
长乐市古槐劳友摩托车配件厂,92350182MA2XUTL66Q,2000-01-01,个体,N/A,"N/A","制造、加工：摩托车配件、农机配件。",福建,福州,"长乐市古槐镇华元村（华元铝制品厂对面）"
长乐市古槐龙江机械厂,92350182MA2XUTLY5E,2000-01-01,个体工商户,N/A,"N/A","加工：机械配件、砖机配件（依法须经批准的项目，经相关部门批准后方可开展经营活动）",福建,福州,"长乐市古槐镇龙田村村委会后侧"
长乐市古槐杨华机械配件厂,92350182MA2XX8L81Q,2000-01-01,个体工商户,N/A,"N/A","加工：齿轮链轮。",福建,福州,"长乐市古槐镇昆石村（昆新冷锻有限公司对面）"
长乐市感恩依宝冷锻机械厂,92350182MA2XUTK43P,2000-01-01,个体工商户,N/A,"N/A","加工：冷锻。",福建,福州,"长乐市古槐镇感恩村工业路（棋旺机械厂对面）"
晋江市梅岭建成汽车配件厂,92350582MA2XXE2M10,2000-01-01,个体工商户,N/A,"N/A","汽配加工（依法须经批准的项目，经相关部门批准后方可开展经营活动）",福建,泉州,"梅岭工业区"
长乐市感恩茂盛机械厂,92350182MA2Y07EH9K,2000-01-01,个体工商户,N/A,"N/A","加工、零售：砖机配件。",福建,福州,"长乐市古槐镇感恩村工业路（吉源饮食店对面）"
晋江市灵源英塘塑料制品厂,92350582MA2XP66NX6,2000-01-01,个体工商户,N/A,"N/A","塑料镀件加工。",福建,泉州,"晋江市灵源街道英塘社区龙兴路23号"
晋江市龙湖镇埔锦宏炜拉链加工厂,92350582MA315T1A8F,2000-01-01,个体工商户,N/A,"N/A","拉链加工(以上经营范围凡涉及国家专项专营规定的从其规定）。",福建,泉州,"晋江市龙湖镇埔锦村"
仙游县枫亭供销合作社枫江商场,91350322MA2XW7RN4E,2000-01-01,集体分支机构(非法人),N/A,"N/A","零售预包装食品、散装食品（《食品流通许可证》有效期至2016年4月7日；《公共卫生许可证》有效期至2017年2月6日）；针织品、纺织品、服装、鞋、文化体育用品、日用品",福建,莆田,"仙游县枫亭镇枫亭街"
邵武市金岭发电有限公司,9135078172646949X7,2000-01-01,N/A,N/A,"5,180(万元人民币)","水电开发、水力发电",福建,南平,"邵武市拿口镇庄上村"
长乐市航城祥宝竹器加工厂,92350182MA2Y80HX3R,2000-01-01,个体工商户,N/A,"N/A","加工：竹器（依法须经批准的项目，经相关部门批准后方可开展经营活动）",福建,福州,"长乐航城镇大同工业区"
长乐市古槐感恩荫开农机配件厂,92350182MA2YBY9A3Q,2000-01-01,个体工商户,N/A,"N/A","加工：农机配件。",福建,福州,"长乐市古槐镇感恩村郑东55号"
福建省晋江市安海永华塑胶有限公司,91350582717301206Q,2000-01-01,N/A,N/A,"1,500(万元人民币)","日用塑料制品制造。(依法须经批准的项目，经相关部门批准后方可开展经营活动)",福建,泉州,"安海庵前工业小区"
