企业名称,统一社会信用代码,注册日期,企业类型,法人代表,注册资金,经营范围,所在省份,地区,注册地址
上海天鑫房地产有限公司,913102306305833353,1996-01-01,N/A,颜建中,"4,000(万元人民币)","房地产开发与经营，房地产管理，室内装饰服务，仓储，建筑材料，装饰材料，五金交电，玩具，百货，橡胶，化工原料",上海,静安,"上海市静安区陈家宅路20号6幢303室"
上海九联成实业有限公司,913101176319099820,1996-01-01,N/A,常国联,"50(万元人民币)","建材、装璜材料、五金交电、汽车配件、电讯器材、日用百货批发零售；商务信息咨询，五金加工；从事货物及技术的进出口业务。【依法须经批准的项目，经相关部门批准后方可开展经营活动】",上海,松江,"上海市松江区民发经济开发区"
上海中瀛精密机械有限公司,913102306321509637,1996-01-01,N/A,陆浩,"200(万元人民币)","机械零部件，电器产品生产加工销售。金属材料，机电产品，仪器仪表批发零售。【依法须经批准的项目，经相关部门批准后方可开展经营活动】",上海,崇明,"崇明工业园区秀山路20号133室"
上海瀛霄消防工程有限公司,91310230630583319D,1996-01-01,N/A,李汉谷,"1,020(万元人民币)","消防设施工程专业承包壹级，消防器材及防盗报警器材的安装与维修服务，室内装饰服务；消防器材，防盗报警器材，建筑材料，家用电器，低压电器元件，电线的销售。【依法须经批准的项目，经相关部门批准后方可开展经营活动】",上海,崇明,"上海市崇明城桥镇秀山路20号134室"
上海申晟实业有限公司,913101176319134556,1996-01-01,N/A,付艳红,"200(万元人民币)","包装材料、印刷材料（除危险化学品）、照明器具、五金产品、橡塑制品、电线电缆、化工原料及产品",上海,嘉定,"上海市嘉定区澄浏公路52号39幢2楼J1627室"
上海瀛浦实业有限公司,9131023063215098XR,1996-01-01,N/A,顾卫,"50(万元人民币)","机电设备，五金交电，电子仪器，化工产品，金属材料，建筑材料，汽车配件，日杂百货批发零售，室内装璜服务，文具用品、纸制品销售，汽车配件加工。【依法须经批准的项目，经相关部门批准后方可开展经营活动】",上海,崇明,"上海市崇明县富盛开发区"
上海荣臣贸易发展有限公司,91310113630426073U,1996-01-01,N/A,朱放,"100(万元人民币)","金属材料、建材、装潢材料、五金交电、健身器材、汽配、摩托车配件、电子器件、百货、针棉织品、机械设备批发零售、代购代销；室内装潢；普通货物运输、堆存、理货；饲料销售。【依法须经批准的项目，经相关部门批准后方可开展经营活动】",上海,宝山,"上海市宝山区长逸路6号"
上海永星轴承制造有限公司,913101136310577161,1996-01-01,N/A,陈科进,"500(万元人民币)","机械配件制造加工；五金交电、机电设备、仪器仪表、化工产品",上海,宝山,"上海市宝山区罗店工业园区（宝山区集贤路979号）"
上海兴宏泰橡胶有限公司,91310117134167455Y,1996-01-01,N/A,颜连兴,"50(万元人民币)","橡胶制品，橡胶助剂及橡胶辅料",上海,松江,"上海市松江区泗泾镇沪松公路2960弄18号"
上海瀛霄消防工程有限公司分公司,91310115749256227J,1996-01-01,N/A,李汉谷,"N/A","消防器材，防盗报警器材，建筑材料，家用电器，低压电器元件，电线的销售。消防器材及防盗报警器材的安装服务，室内装饰。【依法须经批准的项目，经相关部门批准后方可开展经营活动】",上海,自贸区,"中国（上海）自由贸易试验区浦东大道2220号605、606室"
上海贝思特包装机械有限公司,91310107632040633A,1996-01-02,N/A,邱国有,"50(万元人民币)","销售：包装机械、轻工机械及配件、包装材料（除专项）、日用百货、五金交电、纸制品、电子产品、建筑材料、装潢材料、钢材，机械设备维修",上海,普陀,"上海市普陀区真光路1473弄3号2层2264室"
上海仕秀精细化工有限公司,91310117631911433F,1996-01-02,N/A,赵士平,"300(万元人民币)","精细化工原料及日用化工产品（除危险品）、机电设备",上海,松江,"上海市松江区洞泾镇渔洋浜村656号"
上海洋明实业有限公司,91310117631911257J,1996-01-02,N/A,沈宏权,"500(万元人民币)","金属材料、日用百货、橡塑制品、装璜材料、办公用品、针纺织品、化妆品、机电设备、化工原料",上海,松江,"上海松江强民私营经济开发区"
上海三忱机电有限公司,91310117631911732D,1996-01-02,N/A,沈柯,"100(万元人民币)","橡塑制品、机电设备、化工原料",上海,松江,"上海市松江区新浜镇中心路346号141室"
上海协新洗烫设备有限公司分公司,91310120834168440F,1996-01-02,N/A,徐雪根,"N/A","洗烫设备制造、加工，五金冲件、冷作钣金、五金、塑料制品",上海,奉贤,"上海市奉贤区洪庙镇洪庙村"
上海协新洗烫设备有限公司,91310120632101192M,1996-01-02,N/A,徐雪根,"50(万元人民币)","洗烫设备制造、加工（限分支机构经营），五金冲件、冷作钣金、五金、塑料制品（除购物袋）加工",上海,奉贤,"上海头桥经济城4号房111室"
上海欣顺建设工程监理有限公司,913101016302422158,1996-01-02,N/A,黄延峰,"100(万元人民币)","工程建设施工监理，建筑工程",上海,黄浦,"上海市黄浦区马当路365号2南"
上海迅捷通信设备有限公司,91310113631928366N,1996-01-02,N/A,俞玲,"300(万元人民币)","通信设备维修，通信工程施工（凭资格证书施工），公共安全技术防范设施安装、设计、维修，商务咨询，通信设备、机电产品、建筑装潢材料、金属材料",上海,宝山,"上海市宝山区沪太路4361号5号楼5101室"
上海伟麟装饰发展有限公司,91310107632040609R,1996-01-02,N/A,朱赋猷,"118(万元人民币)","家庭室内装饰装修，设备安装，建筑装潢设计；民用家具，建筑装潢材料，五金交电，金属材料，机电设备，办公用品，服装百货，仪器仪表，文化用品，家用电器，音箱设备",上海,普陀,"上海市普陀区澳门路356号703室"
上海茂茂显示器件有限公司,91310115607351878B,1996-01-02,N/A,下元雅雄,"156(万美元)","生产导光板等新型平板显示器件，照明灯具及相关配件的组装加工，销售公司自产产品。",上海,浦东,"上海市浦东新区新场镇坦直"
上海金昌机电设备有限公司,913101176319124360,1996-01-02,N/A,刘伯平,"1,000(万元人民币)","金属衬垫、金属载体、有色金属、金属制品、石墨制品、碳素制品研发、销售。附分支一个。【依法须经批准的项目，经相关部门批准后方可开展经营活动】",上海,松江,"上海市松江区石湖荡镇塔汇路609号"
上海杰代实业发展有限公司,913101176319109599,1996-01-02,N/A,冼肖云,"500(万元人民币)","珠宝、玉石制品设计、制作，室内装潢，绿化养护，景观工程，商务信息咨询；工艺美术品、建筑材料、五金交电、办公用品批发零售。【依法须经批准的项目，经相关部门批准后方可开展经营活动】",上海,松江,"上海市松江区邱家湾44号15幢387室"
