企业名称,统一社会信用代码,注册日期,企业类型,法人代表,注册资金,经营范围,所在省份,地区,注册地址
泗县禾丰农资有限公司瓦韩门市部,91341324MA2N7T3Q01,2006-01-01,N/A,韩晓红,"N/A","化学肥料、农业机械。",安徽,宿州,"安徽省宿州市泗县瓦韩街"
六安宝瑞达农资有限公司,913415007830888962,2006-01-01,N/A,陈应陆,"1,000(万元)","化肥、农药、不再分装的农作物种子、农膜销售；房屋租赁；仓储物流。",安徽,六安,"六安市火车站以东，货场路以北"
泗县墩集供销社孙刘化肥经营部,91341324MA2N7R9Q35,2006-01-01,集体经营单位(非法人),陈玉芝,"N/A","化学肥料零售",安徽,宿州,"安徽省宿州市泗县墩集镇孙刘村"
泗县墩集供销社佃户化肥经营部,91341324MA2N7R9P5A,2006-01-01,集体经营单位(非法人),周家平,"N/A","化学肥料零售",安徽,宿州,"安徽省宿州市泗县墩集镇佃户村"
安徽省泗县联盟化肥有限公司瓦韩李永门市部,91341324MA2N7T3H7F,2006-01-01,N/A,李永,"N/A","化学肥料零售",安徽,宿州,"安徽省宿州市泗县瓦韩街"
泗县大营供销社化肥门市部,91341324MA2N7T3F0P,2006-01-01,集体经营单位(非法人),邓家胜,"N/A","化学肥料、不再分包装的袋装常规种子零售。",安徽,宿州,"安徽省宿州市泗县大营街"
泗县邦力达农资有限公司草沟专卖点,91341324MA2N7T3K1Y,2006-01-01,N/A,胡秋,"N/A","化学肥料零售",安徽,宿州,"安徽省宿州市泗县草沟街"
阜阳市红军架业有限公司,91341200783092385E,2006-01-04,N/A,N/A,"500(万元)","脚手架搭设，外墙清洗，木工作业分包、模板作业分包、砌筑作业分包、抹灰作业分包。",安徽,阜阳,"安徽省阜阳市颍泉区青年路122号"
亳州市雅雲广告有限公司,91341600784919348A,2006-01-04,N/A,N/A,"200(万元)","许可经营项目：无。一般经营项目：设计、制作、代理、发布国内各类广告；室外装潢。",安徽,亳州,"安徽省亳州市谯城区希夷大道"
黄山市文德工贸有限公司,91341021790138601W,2006-01-04,N/A,N/A,"50(万元)","销售：电子产品、化工产品（不含危险化学品）、金属制品、金属材料、五金建材（不含危化品）。",安徽,黄山,"安徽省黄山市歙县徽城镇七里头"
合肥东逊土石方工程有限公司,91340100783088255P,2006-01-04,N/A,N/A,"50(万元)","土石方工程、园林绿化工程、水电安装工程、旧房拆除工程施工；机械、钢材租赁；五金、建材销售。",安徽,合肥,"安徽省合肥市新站区胜利北路东二环路南瑶海建安公司办公楼"
蚌埠市天源煤炭有限公司,91340300783088167K,2006-01-04,N/A,N/A,"1,000(万元)","煤炭零售经营；化工产品(不含危险化学品)、五金工具、电料、建材、文具、纺织品、食品、化妆品、保健食品、淀粉、粮食的销售。",安徽,蚌埠,"安徽省蚌埠市燕山路1155号5号楼2单元12号"
安徽天一人力资源咨询有限公司,91340100783093900E,2006-01-04,N/A,N/A,"1,000(万元)","人力资源咨询，教育咨询，职业介绍",安徽,合肥,"安徽省合肥市长江路538号"
淮北乾和物业管理有限责任公司,91340600784914133X,2006-01-04,N/A,N/A,"50(万元)","物业服务。",安徽,淮北,"淮北市杜集区淮海东路36号龙溪瑞园（荣寓）1幢"
