企业名称,统一社会信用代码,注册日期,企业类型,法人代表,注册资金,经营范围,所在省份,地区,注册地址
广东省电白县第四建筑工程公司,914409041951701720,1980-01-01,N/A,杨任之,"10,800(万元人民币)","工业与民用建筑、道路桥梁工程、水电安装建筑基础工程、建筑装饰工程、土木工程、市政工程、机电设备安装、水利工程、建筑智能化工程、消防设施工程、钢结构工程、园林绿化工程、造林绿化工程、土石方工程、体育场地设施工程；销售：建材；建筑劳务分包。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓",广东,茂名,"电白县水东镇新湖一路95号"
江门市海鸥照相有限公司,91440703193921673F,1980-01-01,N/A,李国帆,"23(万元人民币)","摄影服务，过塑；复印、打字、名片；零售摄影器材。",广东,江门,"江门市蓬江区建设路1号首层"
中国银行股份有限公司汕头潮阳支行,914405008932793006,1980-01-01,N/A,陈松洲,"N/A","经营中国银行业监督管理委员会依照有关法律、行政法规和其他规定批准的业务，经营范围以批准文件所列的为准；办理隶属企业委托的保险兼业代理业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓",广东,汕头,"汕头市潮阳区城南潮海路新宫路段中银大厦"
连州市九陂供销社,914418821978723708,1980-01-01,集体所有制,兰志强,"43万人民币","零售：化肥、农药（不含危险化学品）、农膜、绿肥种子、农用机械；烟花爆竹；代销：不再分装的小包装水稻、玉米、花生种子（持有效的种子销售委托书经营）；(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓",广东,清远,"连州市九陂镇"
连州市保安供销社,91441882197871634A,1980-01-01,集体所有制,廖加庆,"57万人民币","零售：爆竹；代销包装种子。销售：农作物生产资料；日用百货、针纺织品、日用杂品；收购农副土特产品。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓",广东,清远,"连州市保安镇万福路26号"
连州市龙坪供销社,91441882197872805W,1980-01-01,集体所有制,欧阳记成,"110万人民币","销售：化肥、农药(不含危险化学品)、农膜、绿肥种子、农用器械、日用百货、针纺织品；代销不再分装的包装种子；代联通公司销售套卡及缴费业务；爆竹；(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓",广东,清远,"连州市龙坪镇原107国道旁"
连州市东陂供销社,91441882197870578X,1980-01-01,集体所有制,陈振峰,"134万人民币","化肥、农药(不含危险化学品)、农膜、绿肥种子；日用百货；烟花和爆竹零售。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓",广东,清远,"连州市东陂镇新华路126号"
连州市西岸供销社,91441882197873285A,1980-01-01,集体所有制,黄明立,"105万人民币","房屋出租、化肥、农药(不含危险化学品)、农膜、农用器械；日用百货、针纺织品、化工产品(不含危险化学品)；爆竹零售；日用杂品、民用建材；代销：广东省金稻种业有限公司不再分装的小包装杂交水稻、杂交玉米种子",广东,清远,"连州市西岸镇"
佛山市致高雅纸品印刷有限公司,91440605193621662B,1980-01-02,N/A,李用梆,"150(万元人民币)","包装装潢印刷品、其他印刷品印刷",广东,佛山,"佛山市南海区丹灶镇大涡鲤鱼工业区北区丹横路边C座"
罗定市黎少镇经济贸易发展公司,91445381195924827C,1980-01-10,N/A,陈桂荣,"51.5000(万元人民币)","批发、零售：建筑材料、五金、家用电器、农产品；物业租赁；收购、种植、销售：农作物；养殖、销售：禽畜、水产品；生产太阳能光伏发电；以下项目限分支机构经营：零售：成品油。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓",广东,云浮,"罗定市黎少镇广海西路63号"
中国国际海运集装箱(集团)股份有限公司,91440300618869509J,1980-01-14,N/A,王宏,"266,239.6051(万元人民币)","制造修理集装箱及其有关业务，利用该公司现有设备加工制造各类零部件结构件和有关设备，并提供以下加工服务；切割、冲压成型、铆接表面处理，包括喷沙喷漆、焊接和装配。增加：集装箱租赁。^",广东,深圳,"深圳市南山区蛇口工业区港湾大道2号中集研发中心8楼(办公)"
连州市西江供销社高山生产资料门市,91441882MA4UPW0G6E,1980-01-15,集体分支机构(非法人),文贱苟,"N/A","化肥、农药(不含危险化学品)、农膜、绿肥种子、农用机械。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓",广东,清远,"连州市高山茶田圩"
罗定市第五建筑工程公司,914453811959222582,1980-01-15,N/A,陈彬中,"4,086(万元人民币)","水利水电工程施工总承包贰级，房屋建筑工程施工总承包叁级，市政公用工程施工总承包叁级；建筑装修装饰工程专业承包贰级；销售：建材。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓",广东,云浮,"罗定市罗城农校路10号第四楼"
汕头市万安塑料工艺有限公司,91440511192881366L,1980-01-19,N/A,陈柏滋,"150(万元人民币)","印刷品印刷；加工、制造：塑料制品，固体药用塑料瓶，中药丸塑料球壳",广东,汕头,"汕头市金平区同益西巷3号"
韶关市曲江区大塘基层供销合作社,91440205191772192H,1980-01-19,集体所有制,张振清,"38.2万人民币","批发、零售：农副产品（不含鲜蚕、蚕丝、蚕茧），农业生产资料，日用百货，布匹，针棉织品，服装，日用杂品，土特产品，文教用品，塑料制品，纸及制品，种子",广东,韶关,"韶关市曲江区大塘镇"
广州市番禺区日用杂品公司,914401131914221680,1980-01-22,N/A,黎钜成,"N/A","陶瓷、玻璃器皿零售;陶瓷装饰材料零售;厨房设备及厨房用品批发;厨房用具及日用杂品零售;木制、塑料、皮革日用品零售（仅限分支机构经营）;清扫、清洗日用品零售;日用家电设备零售;日用杂品综合零售;五金零售;建材、装饰材料批发;",广东,广州,"广州市番禺区市桥街环城西路159、161号二层205室"
连州市日用杂品公司,914418821978722071,1980-01-26,N/A,唐建辉,"89(万元人民币)","批发：日用杂品、陶瓷、各式家具、农副土特产品、针织百货、五金交电、民用建材、二手车",广东,清远,"连州市东岳路(看守所侧)"
广州新昇印刷有限公司,914401011905078640,1980-02-01,N/A,陈伟,"150(万人民币元)","除出版物、包装装潢印刷品之外的其他印刷品印刷;包装装潢印刷品印刷;机制纸及纸板制造;手工纸制造;加工纸制造;纸和纸板容器制造;其他纸制品制造;商品零售贸易（许可审批类商品除外）;商品批发贸易（许可审批类商品除外）;货物进出口（专营专控商品除外）;技术进出口;塑料包装箱及容器制造;包装服务;包装装潢设计服务;包装材料的销售;电脑喷绘、晒图服务;",广东,广州,"广州市海珠区新业路113号之1首层(可作厂房使用)"
广东新华发行集团惠州新华书店有限公司,914413001959733035,1980-02-01,N/A,翁旭辉,"1,137.7296(万元人民币)","报纸、期刊、图书、电子出版物批发和零售；音像制品零售；食品流通；书刊租赁；场地租赁；房地产开发经营；销售：文体用品、乐器、工艺美术品、百货、电子产品、钟表、照相机、教学仪器及设备、图书馆设备；企业形象策划；市场营销策划；财务信息咨询服务；物业管理；餐饮服务。",广东,惠州,"惠州市江北26号小区惠州新华文化广场"
佛山市土产总公司,914406001935210391,1980-02-12,N/A,黄振波,"30(万元人民币)","处理债权债务。〓(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓",广东,佛山,"佛山市禅城区岭南大道北100号一座2405室自编之一（住所申报）"
广州土产进出口公司,91440101190471232W,1980-03-10,N/A,关敏克,"N/A","自营各类商品及技术的进出口业务",广东,广州,"广州市越秀区东华南路118号"
汕头市二运企业发展总公司,914405001927200520,1980-03-13,N/A,姚玉龙,"240(万元人民币)","经营方式：运输、服务、批发、零售、代购、代销；主营：搬运装卸，货运代理",广东,汕头,"汕头市金江路九号甲座202房"
汕头市澄海区粮油贸易公司,91440515193120331A,1980-03-14,N/A,陈伟民,"50(万元人民币)","仅供清理债权债务使用，不得作为经营凭证。",广东,汕头,"汕头市澄海区中山南路"
深圳市东深投资控股有限公司粤海之星酒店,91440300892203160Y,1980-03-19,N/A,王惜谊,"0（万元）","日用百货的销售。",广东,深圳,"深圳罗湖区水库南35号"
