企业名称,统一社会信用代码,注册日期,企业类型,法人代表,注册资金,经营范围,所在省份,地区,注册地址
怀宁县土产副食公司,91340822MA2N6D5U70,1979-04-03,N/A,产光华,"39.2000(万元)","日杂，百货，针纺织品，五金交电、化工",安徽,安庆,"安徽省安庆市石牌镇建设路106号"
滁州市第一农业生产资料公司,91341100MA2N6MUW74,1979-04-28,N/A,许道金,"98.7500(万元)","[批零兼营]化肥、农膜，农机具、民用建材、日用百货、五金交电。",安徽,滁州,"安徽省滁州市南大街60-1号"
安徽华廉建筑有限责任公司,91340700752973219X,1979-05-01,N/A,郭本华,"5,600(万元)","房屋建筑工程施工总承包贰级，土石方工程专业承包贰级，建筑装修装饰工程专业承包贰级，混凝土预制构件专业叁级，建筑防水工程专业承包叁级，金属门窗工程专业承包三级",安徽,铜陵,"安徽省铜陵市铜都大道中段3798-1号"
淮南力达电气安装有限公司,91340400150229580W,1979-05-29,N/A,唐剑波,"6,580.7200(万元)","输、变、配电线路安装，光纤电缆安装、金属制品、电气仪表校验、建筑，电气安装、检修、防腐、调试，用电服务，电气勘察、设计、监理、咨询、规划，电气设备、电气产品的加工制造与其他产品的制造，高低压电气试验、电力科学技术研究及开发，绝缘工器具、电力器材及设备、百货、汽车配件、油漆、输变电设备、五金交电、仪器、仪表、润滑油、汽车、化工产品（不含危险化学品及监控类产品）销售，通信、自动化及相关产品研发、生产及销售，计算机软硬件技术开发、咨询、服务及网络工程设计、安装、维护，汽车租赁（不含客运汽车租赁），房屋出租，普通货运，餐饮服务，打字、复印，资料制作（不含印刷品）、装订",安徽,淮南,"安徽省淮南经济技术开发区朝阳东路北侧建设路东侧"
望江县工程机械厂,91340827154101832L,1979-06-09,集体所有制,尤庆国,"75万人民币","农业机械、制造修理",安徽,安庆,"安徽省安庆市雷阳镇方家巷9号"
枞阳县钱铺供销社井边供销站,91340762MA2N675K9B,1979-07-15,集体经营单位(非法人),孙跃进,"N/A","针纺织品、百货、五金、交电、化工（除危险品）、付食品、其它食品、日用杂品（除烟花爆竹）、化肥、农药、农膜、中小农具销售；农副产品（除粮油）收购*",安徽,铜陵,"安徽省铜陵市枞阳县钱铺乡井边街"
枞阳县钱铺供销社将军供销站,91340762704940527Q,1979-07-15,集体经营单位(非法人),赵良,"N/A","针纺织品、百货、五金、交电、化工（除危险品）、付食品、其它食品、日用杂品（除烟花爆竹）、化肥、农药、农膜、中小农具销售；农副产品（除粮油）收购*",安徽,铜陵,"安徽省铜陵市枞阳县钱铺乡将军村"
芜湖市第二运输公司,91340200149499540F,1979-07-18,N/A,周文彬,"42.4000(万元)","客货运输、装卸、搬运服务。",安徽,芜湖,"安徽省芜湖市康复路95号"
安庆市二饮公司司下坡水炉点,91340800MA2N6C8J38,1979-08-20,N/A,金桂林,"N/A","开水供应服务",安徽,安庆,"安徽省安庆市司下坡11号"
枞阳县钱铺供销合作社钱铺供销站,91340762704940543E,1979-09-10,国有经营单位(非法人),章礼义,"N/A","针纺织品、百货、五金、交电、化工（除危险品）、付食品、其它食品、日用杂品（除烟花爆竹）、化肥、农膜、农药、中小农具销售；农副产品（除粮油）收购*",安徽,铜陵,"安徽省铜陵市枞阳县钱铺乡"
枞阳县食品公司其林食品站,91340762MA2N67062U,1979-09-19,N/A,徐晓军,"16.1600(万元)","生猪、屠宰、家禽、禽蛋、菜牛、收购、供应；烟、酒、糕点、日用百货、建筑五金、家用电子产品、生活杂品零售",安徽,铜陵,"安徽省铜陵市枞阳县其林镇"
芜湖市汽车运输总公司,91340200149380152L,1979-10-13,N/A,王梦,"219.7000(万元)","省内外货运，汽车配件、五金、轮胎零售，解放牌汽车三包服务，装卸服务、大件移位、运输服务，汽车销售(小汽车除外)。",安徽,芜湖,"安徽省芜湖市北京路53号"
安庆市糖业烟酒公司,91340800151300879M,1979-10-15,N/A,黄志才,"118.4000(万元)","烟零售、预包装食品经营",安徽,安庆,"安徽省安庆市湖心南路264号"
太湖县饮食服务公司,91340825154020370Y,1979-10-25,N/A,周苗根,"325(万元)","房屋出租。",安徽,安庆,"安徽省安庆市新城建设路7号"
芜湖市供销社工业品公司供销总店,913402001493909162,1979-11-02,集体所有制,顾琼,"30.6万人民币","土产日杂、日用百货、针纺织品批零，五金电器、化工产品",安徽,芜湖,"安徽省芜湖市芜宁路63号"
安庆市第二饮食公司双井街水炉点,91340800MA2N6C8K13,1979-11-05,N/A,金桂林,"N/A","开水供应服务",安徽,安庆,"安徽省安庆市双井街93号"
安庆市二饮公司拐角头水炉点,91340800MA2N6C8M8T,1979-11-05,N/A,金桂林,"N/A","开水供应服务",安徽,安庆,"安徽省安庆市孝肃路314号"
芜湖市饮食服务总公司,91340200149381112P,1979-11-17,N/A,薛文开,"115(万元)","照像、百货批零。",安徽,芜湖,"安徽省芜湖市东郊路3号"
芜湖铁路江联运贸公司,91340200149381729G,1979-12-27,N/A,马志宏,"34(万元)","代办货运、装卸、站车服务，五金建筑材料、钢材销售，提供劳务服务",安徽,芜湖,"安徽省芜湖市火车站"
