企业名称,统一社会信用代码,注册日期,企业类型,法人代表,注册资金,经营范围,所在省份,地区,注册地址
陇南锦龙建筑装饰工程有限公司锦龙宾馆,91621200665408908A,2007-01-01,N/A,李沛儒,"N/A","住宿、餐饮服务。卷烟、雪茄烟零售。",甘肃,陇南,"武都区建设南路"
兰州兴汇元物资有限公司,91620103794877057P,2007-01-05,N/A,刘武,"50(万元人民币)","金属材料、建筑材料、矿产品、润滑油脂、五金交电、化工产品（不含化学危险品）、冶金炉料、机电设备（不含小轿车）、工矿配件、通用机械、普通劳保用品、日用百货的批发零售",甘肃,兰州,"兰州市七里河区西津西路464号中区4栋204室"
平凉市恒兴建材经销有限公司,91620802681530321F,2007-01-05,N/A,孙兴彩,"10(万元人民币)","水泥原材料（不含煤炭及需取得许可经营的项目）、生产设备及配件（不含压力设备）销售",甘肃,平凉,"甘肃省平凉市崆峒区北大街柳馨园8号楼18号"
武威市鼎丰农业科技有限公司,916206026600007863,2007-01-05,N/A,于殿德,"100(万元人民币)","属于危险化学品的农药（除剧毒化学品、杀鼠剂）（凭有效许可证经营）、化肥、农用地膜、日光温室材料、复合肥、五金交电、日杂百货批发零售",甘肃,武威,"甘肃省武威市凉州区金羊镇松涛村"
兰州昊盛源商贸有限公司,9162010379488322XY,2007-01-05,N/A,候晓辉,"200(万元人民币)","日用百货、汽车轮胎、橡胶制品、汽车钢板、汽车配件、润滑油品、钢材、五金工具、五金交电、机械设备、电气设备、建筑装饰材料、电子产品（不含卫星地面接收设施）、计算机及辅助设备、化工产品（不含危险化学品）的批发零售",甘肃,兰州,"兰州市七里河区南滨河西路1182号天泰汽配城4区5排4号"
张掖市甘州区安阳供销社,916207022252709099,2007-01-05,个人独资企业,杨金辉,"N/A","化肥、农膜、日用百货、针纺织品、建筑材料、五金交电、糖酒零售；农副产品、土特产品（不含粮食）收购、销售【依法须经批准的项目，经相关部门批准后方可开展经营活动】*",甘肃,张掖,"甘肃省张掖市甘州区安阳乡五一村"
兰州梅美花卉有限公司,91620102794878674B,2007-01-05,N/A,师玉梅,"10(万元人民币)","鲜花及辅助材料的批发零售、花卉设计与制作",甘肃,兰州,"兰州市城关区农民巷西部花市16号"
甘肃民合投资有限公司,916201000704293558,2007-01-05,N/A,赵荣善,"300(万元人民币)","项目投资及投资管理、投资咨询（不得从事吸储、理财等金融类业务）；市场营销策划、展览展示服务；园林绿化及养护、苗木花卉种植；景观工程施工及设计、土建、土石方工程、室内装潢及设计、建筑装潢、物业管理、机电安装；电力物资、五金机电、照明电器、通讯器材（不含地面卫星接收设施）、环保设备、建材、日用百货、文化办公用品、金属材料、矿山机械及矿产品（不含国家专控商品）的批发、零售（以上项目依法须经批准的，经相关部门批准后方可开展经营活动）",甘肃,兰州,"甘肃省兰州市安宁区安宁西路381号(飞天世纪新城)第1幢B座101室"
兰州丰泽强生医药连锁有限责任公司春天大药房,91620123794880109J,2007-01-05,N/A,魏永贵,"N/A","处方药和非处方药：生物制品；中成药、化学药制剂、抗生素制剂；中药材（国限品种除外）、中药饮片；医疗器械（国家禁止需取得专项许可的除外）；食品",甘肃,兰州,"甘肃省兰州市榆中县城关镇栖云北路54号"
兰州金和表面喷涂技术有限公司,91620103794881371L,2007-01-05,N/A,窦志荣,"10(万元人民币)","水轮机零部件、钢结构件、机械设备及零部件的耐磨损、耐腐蚀、耐高温的表面喷涂和喷涂技术咨询；合金粉末的批发零售",甘肃,兰州,"兰州市七里河区西津西路955号4楼402室"
兰州瑞思奇电子科技有限公司,9162010079488197X2,2007-01-05,N/A,雷震,"300(万元人民币)","蓄电池及其供电控制产品的销售、维护；计算机及软件的销售、服务（以上项目国家禁止及须取得专项许可的项目除外）",甘肃,兰州,"兰州市城关区南面滩268号（创新园软件大厦八层）"
兰州万林装卸服务有限公司,91620103794877137B,2007-01-05,N/A,郭正华,"3(万元人民币)","货物搬运及装卸服务",甘肃,兰州,"兰州市七里河区南滨河西路107号F-12"
兰州金路通化工产品有限公司,9162010379487813XN,2007-01-05,N/A,郝会俊,"50(万元人民币)","沥青、石蜡、石焦油、塑料原料及制品、橡胶原料及制品、化工产品（不含化学危险品）、钢材、水泥、平板玻璃、耐火材料、建筑材料、机电设备及配件、五金工具、劳保用品的批发零售",甘肃,兰州,"兰州市七里河区西湖街道建工中街15号4楼408室"
酒泉饭店有限责任公司,91620900794876732L,2007-01-05,N/A,梁春晖,"600(万元人民币)","餐饮，住宿；停车服务；烟的零售。",甘肃,酒泉,"甘肃省酒泉市肃州区南大街30号"
景泰县兴源铁合金有限责任公司,91620423794882411R,2007-01-05,N/A,罗文智,"800(万元人民币)","铁合金的生产销售、机电产品销售。",甘肃,白银,"甘肃省白银市景泰县土壕台"
甘肃恒远房地产开发有限公司,91620421794877225B,2007-01-05,N/A,王克武,"2,000(万元人民币)","房地产开发销售",甘肃,白银,"甘肃省白银市靖远县北城区莲湖路3号恒丰花园A区1号楼"
临夏市农业生产资料有限责任公司土桥分公司,91622921MA737GJA7Y,2007-01-05,N/A,焦玉虎,"N/A","化肥、农膜、中小农具、日用杂品、批发、零售",甘肃,临夏,"临夏县土桥镇街道"
甘肃盛合投资有限公司,916201057948780418,2007-01-05,N/A,赵荣善,"300(万元人民币)","项目投资及投资管理、投资咨询（不得从事吸储、理财等金融类业务）；市场营销策划、展览展示服务；园林绿化及养护、苗木花卉种植；景观工程施工及设计、土建、土石方工程、室内装潢及设计、建筑装潢、物业管理、机电安装；电力物资、五金机电、照明电器、通讯器材（不含地面卫星接收设施）、环保设备、建材、日用百货、文化办公用品、金属材料、矿山机械及矿产品（不含国家专控商品）的批发、零售（以上项目依法须经批准的，经相关部门批准后方可开展经营活动）",甘肃,兰州,"甘肃省兰州市安宁区兰州市安宁区银安路192-1号"
甘肃天源建设工程试验检测有限公司,91620602794893778J,2007-01-06,N/A,柯建英,"200(万元人民币)","建筑工程检测、地基基础和主体结构检测、市政工程检测、建筑节能检测、建筑门窗工程检测、建筑工程室内环境质量检测、公路（桥梁）工程检测（水利工程检测（凭资质证经营）",甘肃,武威,"武威市凉州区南关中路169号"
兰州广源电子科技有限公司,91620102794881160N,2007-01-08,N/A,田立胜,"10(万元人民币)","计算机软硬件和外围设备的销售、维修及技术服务，电子仪器、机械设备、五金交电、服装、百货、光学器具的销售",甘肃,兰州,"兰州市城关区中街子79号"
兰州荣康装饰工程有限公司,916201027948839160,2007-01-08,N/A,王圣果,"500(万元人民币)","室内外装饰工程（凭资质证经营），建筑材料、装饰材料、五金交电、家居饰品的批发零售",甘肃,兰州,"兰州市城关区雁北路鸿运润园A8-602室"
庆阳豪丹商贸有限责任公司,91621002690378317K,2007-01-08,N/A,赵治锋,"300(万元人民币)","日用百货、五金交电、化工产品（不含易燃易爆化学危险品）、水暖配件销售；铝合金、木制门窗加工销售；室内外工程装饰装修",甘肃,庆阳,"甘肃省庆阳市西峰区温泉乡黄官寨东队"
兰州新华天电子科技有限公司,9162010079488031XJ,2007-01-08,N/A,安永梅,"50(万元人民币)","电子元器件、仪器仪表、计算机及辅助设备、办公自动化设备、办公消耗材料、五金交电的批发零售",甘肃,兰州,"兰州市城关区东岗西路230号（兰州电脑城F2－9号）"
临夏县世平建材有限公司,916229217623733130,2007-01-08,N/A,陶永才,"600(万元人民币)","混凝土预制构件生产、民用建筑材料的销售",甘肃,临夏,"临夏县韩集镇双城村"
兰州神鹰汽车服务有限公司,916201007948783248,2007-01-08,N/A,同德明,"50(万元人民币)","代理车辆、驾驶员落户、代理车辆年审、变更；汽车清洗、汽车装饰。",甘肃,兰州,"甘肃省兰州市城关区嘉峪关东路24号"
兰州凯讯达商贸有限公司,9162010079488154X8,2007-01-08,N/A,陈磊,"50(万元人民币)","电子产品、通讯产品（以上两项不含地面卫星接收设施）、电线电缆、电脑配件及耗材、电器设备、日用百货、金属材料、建筑材料、五金交电、机械设备、水暖器材的销售；软件的销售及维护",甘肃,兰州,"兰州市城关区东岗西路249号四楼412室"
兰州东盛源商贸有限公司,91620100794877102D,2007-01-08,N/A,崔荣显,"50(万元人民币)","金属材料（不含贵金属）、建筑材料、机电产品（不含汽车）、五金交电、家用电器、日用品、办公用品的批发零售",甘肃,兰州,"甘肃省兰州市七里河区西津西路572号"
兰州新语时代文化传播有限公司,916201027948785782,2007-01-08,N/A,王丽红,"10(万元人民币)","会议会展服务、企业形象策划、企业管理咨询、商务信息咨询；国内各类广告的设计、制作、代理、发布。",甘肃,兰州,"甘肃省兰州市城关区雁宁路395号5层001室创业咖啡35号工位"
兰州华富好美容服务有限公司,916201027948798298,2007-01-08,N/A,李华富,"10(万元人民币)","化妆品、美容美发用具的销售（以上各项范围法律、法规及国务院决定禁止或限制的事项，不得经营；需取得其他部门审批的事项，待批准后方可经营）",甘肃,兰州,"兰州市城关区临夏路319号"
庆城县恒源果业有限责任公司,91621021794883721X,2007-01-08,N/A,贾彦杰,"50(万元人民币)","果品贮存、包装、销售；果袋加工、销售。",甘肃,庆阳,"甘肃省庆阳市庆城县赤城乡南门村"
敦煌市天源水电开发有限责任公司,91620982794879263W,2007-01-08,N/A,韩成,"500(万元人民币)","发电（含水力火力）可承担66KV及以下送电线路和同电压等级变电站安装工程施工;住宿、餐饮、停车服务、会务会展服务、房屋租赁。",甘肃,酒泉,"甘肃省酒泉市敦煌市党河北路24号"
兰州中瑞阳税务师事务所有限公司,91620100794880192U,2007-01-08,N/A,高全德,"30(万元人民币)","税务代理",甘肃,兰州,"甘肃省兰州市城关区南滨河东路522号"
兰州金朝阳建筑设备租赁有限公司,91620102794880774Y,2007-01-08,N/A,李海燕,"50(万元人民币)","建筑设备的租赁",甘肃,兰州,"兰州市城关区秦安路38号"
甘肃黑河清洁能源股份有限公司,91620700794879204N,2007-01-10,N/A,朱兴杰,"17,178(万元人民币)","水力发电、光伏发电等清洁能源项目开发投资、生产运营及技术代维服务。",甘肃,张掖,"甘肃省张掖市甘州区长寿街116号"
天水澳德冶金有限公司,916205007948798028,2007-01-10,N/A,苏社多,"100(万元人民币)","黑色金属、有色金属、矿产品（不含特种矿产品）、炉料、水泥及其制品、化工原料（不含危险品）、农副土特产品（不含粮油及副食品）、五金交电、机电设备、电子产品、仪器仪表、日用百货、家用电器的批发、零售、代购、代销、进出口",甘肃,天水,"天水市麦积区社棠路31号"
甘肃天缘油田科技有限公司,91621021794878367A,2007-01-10,N/A,陈有福,"1,000(万元人民币)","测井、固井、定向、压裂、井下作业、试油技术服务；钻具维修；油田地面工程技术服务。",甘肃,庆阳,"甘肃省庆阳市庆城县北区"
临潭县上川水利发电有限责任公司,91623021794889154C,2007-01-10,N/A,张世俊,"4,700(万元人民币)","水利发电、小水电开发。",甘肃,甘南,"甘肃省甘南州临潭县洮滨乡上川村"
中国平安财产保险股份有限公司天水中心支公司,916205007948779460,2007-01-10,N/A,陶雪峰,"N/A","企业财产损失保险、家庭财产损失保险、短期健康保险、意外伤害保险、建筑工程保险、安装工程保险、货物运输保险、机动车辆保险、船舶保险、能源保险、法定责任保险、一般责任保险、保证保险、信用保险、种植保险、养殖保险，代理国内外保险机构检验、理赔、追偿及其委托的其他有关事宜，经中国保监会批准的其他业务。",甘肃,天水,"甘肃省天水市秦州区藉河北路正大水岸都市3号楼2层"
甘肃西海净水设备有限公司,916201027948811366,2007-01-10,N/A,王春祥,"100(万元人民币)","机电产品、电子产品（不含卫星地面接收设施）、水处理设备的销售；水处理设备生产（限分支机构经营）",甘肃,兰州,"兰州市城关区永昌路360号长通集团泰洋大厦603室"
甘肃西运运输实业(集团)有限责任公司站务运营分公司,91620702686083989R,2007-01-10,N/A,裴天军,"N/A","道路客运、站务服务【依法须经核准的项目，经相关部门批准后方可开展经营活动】*",甘肃,张掖,"甘肃省张掖市甘州区东环路南段1号"
白银市华旺建材有限公司,916204037948844684,2007-01-10,N/A,陈明荣,"120(万元人民币)","蒸压加气混凝土砌块生产、销售；建筑材料、陶瓷产品及钢材销售。",甘肃,白银,"白银市平川区陶瓷路"
定西市希武农业机械制造有限公司,91621102794878922D,2007-01-10,N/A,董希武,"100(万元人民币)","农业机械制造、销售；电焊修理；管道、冷热水系统、灯箱路牌安装、维修；水暖配件批发及零售（经营范围涉及审批项目的凭有关部门批准文件经营）",甘肃,定西,"甘肃省定西市安定区凤翔镇中川村张家湾上社"
甘肃用安信息技术有限公司,91620102794883828H,2007-01-10,N/A,穆强,"100(万元人民币)","计算机软硬件及耗材的销售及服务、网络工程的维护",甘肃,兰州,"兰州市城关区秦安路200号"
白银博康养殖有限公司煲汤肥牛城,91620403794882745B,2007-01-10,N/A,张海,"N/A","正餐服务（类别：大型餐馆；备注：单纯火锅）",甘肃,白银,"白银市平川区汽车站二楼"
张掖市正元商贸有限责任公司,91620702794882366T,2007-01-10,N/A,杜永英,"50(万元人民币)","预包装食品、乳制品（不含婴幼儿配方乳粉）批发、零售及网络销售。",甘肃,张掖,"甘肃省张掖市甘州区甘州市场工商局家属楼下"
