企业名称,统一社会信用代码,注册日期,企业类型,法人代表,注册资金,经营范围,所在省份,地区,注册地址
广元市路桥工程总公司朝天分公司,9151081277298736X2,2005-01-01,N/A,何友科,"N/A","公路工程施工总承包（二级），市政公用施工总承包（二级）；机械配件零售，机械维修。",四川,广元,"广元市朝天区朝天镇明月路"
中联森农业股份有限公司,915101007686386856,2005-01-01,N/A,唐选礼,"10,000(万元人民币)","豆类、油料和薯类种植；棉、麻、糖、烟草种植；蔬菜、食用菌及园艺作物种植；水果种植；坚果、含油果、香料和饮料作物种植；中药材种植；农业高新技术研究、开发；谷物种植；装卸搬运和运输代理业；仓储业；公共设施管理业；商品批发与零售业；进出口业；租赁和商务服务业；策划创意；企业形象策划；企业管理咨询；商务信息咨询。",四川,成都,"成都市龙泉驿区成龙路二段888号B1号中盟大楼二层"
巴中市康贝大药房连锁有限公司华康巴州五分店(加盟经营),92511902MA697HL55L,2005-01-01,N/A,王强文,"N/A","零售:生化药品、中成药、化学药制剂、抗生素制剂(依法须经批准的项目,经相关部门批准后方可开展经营活动)",四川,巴中,"四川省巴中市巴州区江北大道龙泉街李祖林门市"
成都市天府新区良鑫食品厂,91510100L0074124X3,2005-01-01,个人独资企业,林振良,"N/A","腌腊肉制品、速冻肉制品生产。",四川,成都,"四川省成都市天府新区大林街道石庙三社66号"
中国工商银行股份有限公司宜宾金江支行,91511521MA62A6HM95,2005-01-03,N/A,韦厚斌,"N/A","受主体委托从事",四川,宜宾,"四川省宜宾市马鸣溪"
德阳万禾物业管理有限公司,91510600769970989G,2005-01-04,N/A,方邦义,"50(万元人民币)","物业管理。",四川,德阳,"四川省德阳市天山南路三段53号"
成都市农之源商贸有限公司合江第一经营部,91510100MA62LPB374,2005-01-04,有限责任公司,陈固强,"N/A","零售：化肥、农膜、农机具、建辅建材。",四川,成都,"四川省成都市天府新区合江镇汇源街158.160.162.164号"
四川海力普消防设备有限公司,915101057686396024,2005-01-04,N/A,胡金玉,"700(万元人民币)","销售：消防器材，安防设备；机械设备维护、安装、设计；货物进出口。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。",四川,成都,"成都市青羊区光华东三路486号3栋1单元10层1004号"
德阳德瑞劳务有限责任公司,91510600769970735K,2005-01-04,N/A,兰莉,"200(万元人民币)","劳务派遣（劳务派遣经营许可证有效期至2019年11月7日），劳务外包服务，劳务承包服务，劳动事务保障代理，装卸服务，会务服务；通信工程技术咨询服务，电信工程技术咨询服务、电力工程技术咨询服务，保洁服务，园林绿化工程设计、园林绿化服务，汽车租赁，后勤管理，门卫服务（不含保安服务，需办理资质的，凭资质证经营）；建设工程项目监理、工程项目管理、技术咨询；电力设备技术咨询服务；教育咨询服务（不含教育培训及教育中介）；酒店管理、餐饮管理；建筑智能化工程施工；合同能源管理，节能技术研发及咨询服务；电力工程设备材料、机电产品、电气设备、照明设备、电力设备、暖通设备、电源设备、通信设备、五金用品销售；职业技能培训（凭有效许可证开展经营活动）；文化活动组织、策划；艺术交流组织、策划。",四川,德阳,"四川省德阳市区庐山路二段东侧"
成都恒安五洲物业管理有限公司,91510107768638554F,2005-01-04,N/A,黄福洲,"500(万元人民币)","物业管理（凭资质证经营），房屋销售代理、房屋经纪；家政服务、销售农副产品（不含粮、油、棉、麻、生丝、蚕茧）。",四川,成都,"成都市武侯区二环路西一段15号3楼6号"
成都市农之源商贸有限公司茅香农资经营部,91510100MA62LP5N26,2005-01-04,N/A,杨怀坤,"N/A","零售：化肥、农膜、农机具。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。农药零售（未取得相关行政许可",四川,成都,"四川省成都市天府新区白沙街道茅香村7组34号"
四川大华杰照明电器有限公司,91510115768638837A,2005-01-04,N/A,王勇,"588(万元人民币)","制造、销售：照明器具、输配电及控制设备；销售：电子产品、五金交电、高低压电器；照明器具和输配电及控制设备的技术推广和维修服务(依法需经批准的项目经相关部门批准后方可开展经营活动）及其他无需许可或审批的合法项目。",四川,成都,"成都市温江区成都海峡两岸科技产业开发园科林路西段618号华银工业港5区3号"
德阳市嘉俊包装印务有限责任公司,91510600769970858L,2005-01-04,N/A,罗俊华,"150(万元人民币)","包装装潢印刷品印刷（印刷经营许可证有效期至2019年7月15日）。纸、纸制品加工、销售，五金、交电、化工、建材、文化用品销售。",四川,德阳,"四川省德阳市旌阳区扬嘉镇嘉民路口"
中国邮政集团公司攀枝花市枣子坪邮政所,915104007918054534,2005-01-04,N/A,姜璎埏,"N/A","国内、国际邮件寄递业务；义务兵通信业务；汇兑业务；国内报刊发行；邮票和集邮品销售；商务服务业（涉及许可的项目除外）；销售：通信设备（不含无线电发射设备）、五金、交电、日用百货。",四川,攀枝花,"攀枝花市东区枣子坪下街78号"
四川省彭州市捷安贸易有限公司,9151018276863967XF,2005-01-04,N/A,陈运鸿,"50(万元人民币)","汽车及零配件、矿产品销售；煤炭批发经营；货物专用运输",四川,成都,"成都市彭州市天彭镇新茶村三社"
四川灵敏洗涤用品有限公司,915101837686383432,2005-01-04,N/A,董枝明,"200(万元人民币)","生产、加工、销售：洗涤用品及原料",四川,成都,"成都市邛崃市羊安镇曹安村"
广元市天强建设有限公司,91510812205940637M,2005-01-04,N/A,张百容,"3,100(万元人民币)","建筑工程施工总承包、市政公用工程施工总承包、公路工程施工总承包、水利水电工程施工总承包、机电工程施工总承包、石油化工工程施工总承包、通信工程施工总承包、电力工程施工总承包、建筑装修装饰工程、钢结构工程、地基基础工程、起重设备安装工程、防水防腐保温工程、消防设施工程、建筑幕墙工程、环保工程、河湖整治工程、输变电工程、桥梁工程、隧道工程、模板脚手架、电子与智能化工程、城市及道路照明工程、公路交通工程、公路路面工程、公路路基工程、水利水电机电安装工程、水工金属结构制作与安装工程、古建筑工程、建筑机电安装工程、特种工程、农田整治及土地整理、城市园林绿化；施工劳务分包；建筑建材销售、机械设备维修租赁。",四川,广元,"广元市朝天区明月大道一段15号(望京宾馆)"
四川海逸文化传播有限责任公司,91511702771683831H,2005-01-04,N/A,周顺波,"100(万元人民币)","电影放映。国内户外广告设计、制作、代理、发布。",四川,达州,"达州市通川区柴市街2号6楼"
成都泰鑫兴科技发展有限公司,91510106768647450F,2005-01-04,N/A,彭勇,"500(万元人民币)","电子元件组装、开发、销售；销售：五金、钢材、机械设备；机械零件加工。",四川,成都,"成都市沙河源街道古柏村"
成都市康凤鞋业有限公司,91510122768637674N,2005-01-04,N/A,颜阙敦,"50(万元人民币)","生产、加工、销售皮鞋。",四川,成都,"成都市双流西南轻工产品加工贸易区"
乐山宏展建筑劳务有限公司,91511100771658521G,2005-01-04,N/A,梁海,"500(万元人民币)","建筑劳务分包；家政服务；外墙补漏；外墙清洗、水电、管道维修、停车服务、百货、五金、建筑材料销售；建筑装饰设计及施工；园林绿化工程服务",四川,乐山,"乐山市中心城区南安路"
四川天行房地产开发有限公司,915111267918204343,2005-01-04,N/A,车翠萍,"800(万元人民币)","房地产开发（凭资质证书经营）。销售建筑材料（不含危险化学品）。",四川,乐山,"夹江县漹城镇迎春东路181号"
