企业名称,统一社会信用代码,注册日期,企业类型,法人代表,注册资金,经营范围,所在省份,地区,注册地址
成都市武候区桂清工程机械配件厂荆门销售处,91420800MA48M9UB7E,1995-01-01,集体所有制,胡胜利,"40万人民币","工程机械及配件销售。",湖北,荆门,"荆门市东宝区象山大道37号"
湖北金泽工贸有限责任公司,914200006154066053,1995-01-01,N/A,何敬泽,"1,050(万)","建筑装饰材料、机电产品、五金交电、纺织品、日用百货、仪器仪表、农副土特产品（非食用农副土特产品）、制冷设备、纸张的销售；种养殖业开发；信息咨询服务；鳄鱼养殖经营",湖北,武汉,"武汉市武昌区水果湖张家湾小区72号401室"
钟祥市康辉食品有限责任公司,91420881182079476A,1995-01-01,N/A,郭卓涵,"200(万元)","炒货食品及坚果制品",湖北,荆门,"湖北省钟祥市磷矿镇杨湾(宝山路67号"
湖北龙海化工有限公司,914210871819218442,1995-01-01,N/A,刘健,"2,977(万元)","石油钻井化工助剂、民用化工产品（不含危险化学品）的生产、加工、销售；民用建筑材料、针纺织品销售；金属加工、机械制造",湖北,荆州,"松滋市刘家场镇龙潭桥"
钟祥希望饲料有限公司,91420881182079396N,1995-01-03,N/A,韩继涛,"1,5000000(万)","配合饲料、浓缩饲料生产、销售",湖北,荆门,"钟祥市郢中镇文峰路23号"
交通银行股份有限公司武汉汉阳支行,91420100877660849U,1995-01-03,N/A,张喆,"N/A","办理人民币存款、贷款、结算业务；办理票据贴现；代理发行金融债券；代理发行、代理兑付、销售政府债券；买卖政府债券；代理收付款项及代理保险业务；外汇存款、外汇贷款、外汇汇款、外币兑换、国际结算；结汇、售汇；通过上级行办理代客外汇买卖；经中国人民银行批准的其他业务。",湖北,武汉,"汉阳区汉阳大道140号闽东国际城西区1-3层01号"
交通银行股份有限公司武汉东亭支行,91420100931139182D,1995-01-03,N/A,任晓英,"N/A","办理人民币存款、贷款、结算业务；办理票据贴现；代理发行金融债券；代理发行、代理兑付、销售政府债券；代理收付款项及代理保险业务；结售汇",湖北,武汉,"武昌区黄鹂路39号"
交通银行股份有限公司武汉钢都支行,91420100931139203X,1995-01-03,N/A,田昱,"N/A","办理人民币存款、贷款、结算业务；办理票据贴现；代理发行金融债券；代理发行、代理兑付、销售政府债券；代理收付款项及代理保险业务；外设储蓄；结售汇",湖北,武汉,"青山区钢都花园123街(A3区)43号"
武汉市闽光金属制品有限责任公司,914201152718900688,1995-01-03,N/A,刘鸿泉,"4,800(万元人民币)","钢材熔炼、扎制加工销售、收购生产性商品。",湖北,武汉,"武汉市江夏区五里界白马山"
武汉巴洛克电梯工程开发有限公司,91420102616590563J,1995-01-03,N/A,曹汉香,"1,000(万元人民币)","乘客电梯、载货电梯、杂物电梯、自动扶梯、自动人行道的销售、安装、改造、维修；立体停车库、电梯配件的销售；电梯技术咨询服务；室内外装饰设计。",湖北,武汉,"江岸区中山大道707号801室"
黄石市水泥机械配套厂,9142020017843317XA,1995-01-03,集体所有制,张庆序,"31万人民币","生产加工水泥机械设备、化工机械、化工材料、机床、汽车配件。",湖北,黄石,"牧羊湖花园西路21号"
老河口市汽车密封件有限责任公司,91420682183561424L,1995-01-04,N/A,高士印,"50(万元)","汽车密封件制造、石棉胶乳抄取板、橡胶密封件制造、销售，汽车配件批发、零售，汽车修理。",湖北,襄阳,"湖北省老河口市仙人渡镇"
谷城县祥源工贸有限责任公司,91420625706893808P,1995-01-04,N/A,李凤生,"331(万元)","许可经营项目",湖北,襄阳,"谷城县石花镇杨溪湾工业园"
武汉市江夏区关山桥水泥制品厂,91420115778183610C,1995-01-04,集体所有制,夏邦义,"5万人民币","预应力元孔板及小型预制构件加工制造。",湖北,武汉,"郑店镇关山桥"
谷城县金盛机械有限责任公司,914206256157300185,1995-01-04,N/A,李洪涛,"350(万)","汽车零部件加工。铸钢、铁件、农业机械零部件生产、销售。经销：五金，化工",湖北,襄阳,"湖北省谷城经济开发区"
仙桃市华锦塑料厂,91429004MA48KGNP5B,1995-01-04,集体所有制,胡少云,"54万人民币","塑料制品；无纺布。",湖北,仙桃,"仙桃市黄荆七街"
黄冈市天然药业有限公司,91421123615913404F,1995-01-05,N/A,李汉生,"400.9000(万元)","植物提取（国家有禁令的除外）、精细化工（不含易燃易爆及剧毒危险物品）、医药中间体",湖北,黄冈,"罗田县三里畈镇沿河大道23号"
湖北汉昌建设机械设备有限责任公司,91420111177596794A,1995-01-05,N/A,李湘麟,"50(万元人民币)","批零兼营建筑机械、建筑材料、装饰材料、机电设备、钢材、化工产品",湖北,武汉,"洪山区新世纪花园2期A区3栋4单元1层9号车库"
武汉宏远实业发展有限公司,9142011161657423XD,1995-01-06,N/A,周晓平,"550(万元人民币)","通讯设备（不含无线）、汽车配件、机械设备及配件、机电产品、金属材料、五金交电、化工产品",湖北,武汉,"洪山区工业园书城路18号"
武汉东艺建筑设计有限公司,91420100616427854J,1995-01-06,N/A,李波,"142(万美元)","承接大中小型建筑设计，提供建筑咨询及顾问服务。",湖北,武汉,"武汉市江岸区台北一路17-19号环亚大厦B-6"
武汉大明设计装饰工程有限公司,914201026290089749,1995-01-06,N/A,刘忠新,"300(万元人民币)","装饰装璜、环境艺术设计制作、环境园林工程的设计、施工；工艺品、交电、文教用品、文化办公机械、礼品、名片制作、摄影、摄像、塑料制作、日用百货批零兼营；服装生产、销售；点心、小吃、早点制售",湖北,武汉,"江岸区合作路38号新丽大厦6FA6号"
武汉鼎圣物业管理有限公司,91420104300091493X,1995-01-09,N/A,周峻,"1,500(万元人民币)","物业管理、房屋租赁；会展设计、策划；商务咨询（不含商务调查）",湖北,武汉,"武汉市硚口区解放大道612号"
谷城圣光种业有限责任公司,91420625730873380C,1995-01-09,N/A,邹立成,"500(万元)","农作物种子生产、经营。食用油、木耳、食用菌等生产、销售。各类农作物种子批发、零售。研究、培育粮油、蔬菜、经济作物种子。农业技术引进、咨询、推广。",湖北,襄阳,"谷城县城关镇粉阳路74号"
武汉华星物业管理有限公司,914201036165986102,1995-01-09,N/A,范良兵,"500(万元人民币)","物业管理、绿化工程施工；防腐工程施工；清洁、保洁服务；道路清扫；有害生物防治；石材维护；外墙清洗（依法须经审批的项目，经相关部门审批后方可开展经营活动）；生活垃圾经营性清扫、收集、运输、处理服务",湖北,武汉,"江汉区新华小区4栋1单元2层1室"
湖北联泰会计师事务有限公司,914201061775963131,1995-01-11,N/A,陈建华,"500(万元人民币)","审查企业会计报表；验证企业资本；办理企业合并、分立、清算事宜中的审计业务；会计咨询、会计服务业务；资产评估。",湖北,武汉,"武昌区三角花园王家湾小区3栋1单元2803、2804室"
武汉汉光公路运输有限公司,91420100616430412N,1995-01-11,N/A,万文飞,"700(万美元)","市际班车客运；省际包车客运；一类客运班线；一类",湖北,武汉,"武汉市武昌区武珞路358号"
黄梅镇供销社西厅副食批发部,91421127MA48M11W2F,1995-01-12,集体分支机构(非法人),高琳华,"N/A","副食，针织，日杂，百货。",湖北,黄冈,"黄梅镇西大街36号"
湖北海光安全技术工程有限公司,91420506179122322J,1995-01-12,N/A,陈庆志,"1,000(万元)","消防工程设计、施工；安全防范工程设计、施工(凭资质证经营)；计算机网络工程开发、研究与技术服务；建筑装饰材料（不含木材）、计算机及配件、消防器材及配件销售；房屋租赁；劳务服务",湖北,宜昌,"宜昌市夷陵区罗河路（河畔春秋4号楼）"
武汉市青山武钢福康综合加工厂,9142010717802208XC,1995-01-13,集体所有制,洪艳云,"3万人民币","拖把、废棉、被服加工*百货、五金交电、水暖、建材批零兼营。",湖北,武汉,"青山区青化路32号"
武汉市黄金地经济开发公司,914201061779749005,1995-01-15,N/A,马多隆,"128(万元人民币)","调味品、干鲜果零售兼批发。公用电话代理服务",湖北,武汉,"武昌中山路452号"
武汉市上迅电梯有限公司,91420104300090968F,1995-01-16,N/A,王茂生,"1,000(万元人民币)","电梯安装、维修和保养；电梯及配件、制冷设备、建筑、装饰材料、五金、电器机械及器材、农业机械、仪器仪表批发兼零售；起重吊装；税控设备及税控收款机销售、安装、修理、维护及技术咨询服务；旧机动车交易中介服务（不含旧机动车评估）",湖北,武汉,"桥口区发展大道18号"
咸宁市咸安基础工程有限责任公司,914212027326962775,1995-01-16,N/A,陈亚洲,"341(万元)","地基与基础工程专业承包三级",湖北,咸宁,"咸宁市咸安区长安大道70号"
武汉福斯特光电子有限公司,91420111300210640Y,1995-01-16,N/A,刘曙,"517(万元人民币)","光、机电一体化产品、电子电器、工业自动化控制、仪器仪表的生产、销售。",湖北,武汉,"洪山区雄楚大道209号御景名门3栋17层19-H室(仅限办公"
咸宁市荣大防腐技术有限责任公司,91421202707026458L,1995-01-16,N/A,黄溪,"1,300(万元)","生产销售各类防腐蚀材料、高分子尼龙制品、橡胶防腐蚀衬里、玻璃鳞片及玻璃防腐蚀衬里，系列衬砖、板、石防腐蚀的施工及相关工程，防腐蚀设备的设计、制造及安装，装饰、装璜、五金水暖销售，货物进出口、技术进出口、代理进出口业务。",湖北,咸宁,"咸宁市咸安区官埠桥八斗角83号"
中国建设银行股份有限公司阳新支行,91420222616127026H,1995-01-16,N/A,高农,"N/A","办理人民币存款、贷款、结算业务；外币存款、贷款、兑换业务；国际结算业务；结汇、售汇业务；票据贴现业务；同业拆借业务；银行卡业务；电子银行业务；理财产品销售业务；黄金买卖业务；保管箱业务；资信调查、咨询、见证业务；债券业务；基金业务；保险业务；代理收付款项业务；其上级行在中国银行业监督管理委员会批准的业务范围内授权的业务；经中国银行业监督管理委员会批准的其他业务。",湖北,黄石,"湖北省阳新县兴国镇兴国大道"
武汉市中南称重设备有限公司,914201036165875160,1995-01-16,N/A,杜军美,"500(万元人民币)","机电一体化称重设备、自动化控制设备、、计算机及仪器、仪表、建筑装饰材料、金属材料、机电产品批发兼零售；机电一体化称重设备、计量检测系统技术咨询、服务",湖北,武汉,"江汉区新华下路17号A栋2单元5层1室"
湖北武汉中南建设工程有限公司,91420112616561762A,1995-01-16,N/A,甄爱民,"5,000(万元人民币)","各类型水利电力工程土建安装施工、工业与民用建筑施工、市政大型土石方工程施工、道路工程施工、防水防腐保温工程施工、钢结构工程施工；金属结构制作安装。",湖北,武汉,"武汉吴家山台商投资区高桥产业园台中大道特1号(3)"
中国农业银行股份有限公司黄石石灰窑支行,91420200878456372N,1995-01-17,N/A,贺烈军,"N/A","办理人民币存款、贷款、结算业务；办理票据贴现；代理发行金融债券；代理发行、代理兑付、销售政府债券；买卖政府债券；代理收付款项及代理保险业务；客户交易资金第三方存管业务；代理开放式基金业务；其上级行在中国银行业监督管理委员会批准的业务范围内授权的业务；经中国银行业监督管理委员会批准的其它业务。",湖北,黄石,"黄石市西塞山区颐阳路239号(戴斯酒店一楼)"
荆门市东宝区东郊供销社革集分店,91420800MA48QCK2XQ,1995-01-17,集体分支机构(非法人),刘泉华,"N/A","副产品、针纺织品、百货商品、日用杂品、五金交电、化工商品、农药、农膜、建材零售",湖北,荆门,"湖北省荆门市东宝区革集街"
武汉鹏程物资回收有限公司,91420106177976543A,1995-01-17,N/A,程鹏,"100(万元人民币)","废旧金属回收。废钢铁、钢材、生活用品、建筑装饰材料串换、调剂、销售。金属材料加工",湖北,武汉,"武昌区水果湖横路11号"
宜昌新兴房地产开发有限公司,914205006155634754,1995-01-17,N/A,刘生敏,"1,000(万元人民币)","经营房地产开发及工程监理（以上经营范围按许可证或批准文件核定内容经营；未取得相关有效许可或批准文件的，不得经营）++",湖北,宜昌,"宜昌市西陵区献福路30号"
襄阳市康民物业管理公司,91420600179396024E,1995-01-18,N/A,李桂荣,"58(万元)","承担房屋产权单位和个人委托代管、托管及维修房屋，物业管理。",湖北,襄阳,"襄阳市樊城新华路13号"
襄阳市康居房地产开发有限责任公司,91420600179395945F,1995-01-18,N/A,李牧泽,"13,000(万元)","房地产开发",湖北,襄阳,"襄阳市樊城区新华路13号"
交通银行股份有限公司武汉解放路支行,91420100737538542H,1995-01-18,N/A,潘芳,"N/A","办理人民币存款、贷款、结算业务；办理票据贴现；代理发行金融债券；代理发行、代理兑付、销售政府债券；买卖政府债券；代理收付款项及代理保险业务；外币储蓄；结售汇",湖北,武汉,"武昌区彭刘杨路239号楚江国际大厦"
荆门市东郊供销合作社白庙钢材经营部,91420800MA48M9T94D,1995-01-18,集体分支机构(非法人),黄永国,"N/A","日用杂品零售、建筑材料零售、烟花、鞭炮零售、陶瓷零售。",湖北,荆门,"荆门市掇刀区月亮湖29号"
中国农业银行股份有限公司襄阳立业路支行,91420600741765764J,1995-01-18,N/A,王春梅,"N/A","经营中国银行业监督管理委员会依照有关法律、行政法规和其他规定批准的业务，经营范围以批准文件所列的为准。",湖北,襄阳,"湖北省襄阳市樊城区立业路23号"
