企业名称,统一社会信用代码,注册日期,企业类型,法人代表,注册资金,经营范围,所在省份,地区,注册地址
海南伯特利网络科技有限公司,91460100681173301R,2009-01-04,N/A,陈容洁,"100(万元人民币)","计算机系统集成开发及销售，计算机硬件及外围设备、存储设备、网络设备、通信器材、建材、五金交电销售，电脑网络综合布线工程。",海南,海口,"海南省海口市美兰区蓝天路35号名门广场北区B座27层2702房"
海南复能达矿业有限公司,91460000681189979R,2009-01-04,N/A,刘鹏,"600(万元)","石英砂加工销售；高纯二氧化硅生产与销售；锆钛矿加工与销售；纳米氧化硅生产与销售。",海南,海口,"海南省海口市金盘金星路6号"
琼海金晟房地产开发有限责任公司,91469002681171672X,2009-01-04,N/A,陈士辉,"1,000(万元)","房地产开发经营；房屋出租；商品房、建筑材料、化工原料",海南,省直辖县,"海南省琼海市博鳌镇朝阳墟朝阳街"
海南旭康世纪科技有限公司,91460100681172544B,2009-01-04,N/A,柳雷祥,"100(万元)","仪器仪表配件、耗材销售及维修，五金交电、办公用品、电子产品、电脑及软件、销售、安装及维修，仪器销售、维修，医疗仪器的维修及配件、耗材的销售，医疗器械、卫生材料、电子产品的维护、保养，医疗设备安装、维护、保养，实验耗材销售，机电设备的销售、安装、维护，机械加工，塑料制品的加工、销售。",海南,海口,"海口市龙华区海秀中路88号天池阳光公寓501房"
海口嘉利福贸易有限公司,914601006811723769,2009-01-04,N/A,林正茂,"10(万元)","服装、鞋、皮具、箱包、百货零售，摊位出租服务，餐饮，预包装食品、乳制品的零售",海南,海口,"海口市新华北路20号"
文昌昌顺园林工程有限公司,91469005681172149N,2009-01-04,N/A,梁其顺,"40(万元人民币)","种植苗木，园林绿化工程、装饰装修工程、土石方工程、水电工程；养殖农业开发；五金交电销售。",海南,省直辖县,"文昌市文城镇清澜办事处新园村委会文教村"
海南亿南房地产开发有限公司,91469005681172093K,2009-01-04,N/A,孙国俊,"1,000(万元)","房地产开发经营。",海南,省直辖县,"文昌市清澜开发区旅游大道西侧中南.森海湾F3幢206房"
定安丰盛农业开发有限公司,9146902568117219XQ,2009-01-04,N/A,梁生,"10(万元)","农作物种植、水产品养殖；果蔬保鲜；化肥销售。",海南,省直辖县,"定安县定城镇沿江二路96号二楼"
三亚东宇旅游服务有限责任公司,91460200681172608E,2009-01-04,N/A,李乾东,"20(万元人民币)","旅游及商业会议性订房、咨询服务",海南,三亚,"三亚市光明街五号综合楼底层2号"
保亭万泽农林发展有限公司,91469035681172333W,2009-01-04,N/A,赵志厚,"50(万元)","农业种植与开发、药材种植、树林种植及销售、农业旅游开发。",海南,省直辖县,"保亭县三道镇供销社6.7号门面房"
澄迈源隆贸易有限公司,91469027681173539F,2009-01-04,N/A,邓戈雄,"500(万元)","建筑材料、五金交电、房屋装修。",海南,省直辖县,"澄迈县金江镇华金路金华小区"
海南新嘉胜网络科技有限公司,91460100681172632R,2009-01-04,N/A,赖小华,"100(万元人民币)","网络技术开发，计算机网络工程，网络系统集成，计算机软件开发，耗材、电子产品、数码产品、电脑及配件、五金交电、仪器仪表、办公设备销售。",海南,海口,"海口市海秀大道10号海南DC商业城2135号"
海南宏润投资开发有限公司,914600006811774683,2009-01-04,N/A,陈冠宏,"1,000(万元人民币)","房地产、旅游及矿业项目的投资，技术开发转让及服务，投资管理及咨询，高新技术产业投资。",海南,海口,"海口市白龙南路40号琼苑广场P栋309号"
海南西沙尔实业有限公司,91460100681171752A,2009-01-04,N/A,徐青青,"100(万元)","纤维制品、办公用品、工艺品、电子产品、机电产品、五金交电、日用百货、针纺织品、体育器材、建材、摩托车及汽车配件、水产品、农产品、化工原料及产品",海南,海口,"海口市滨海大道125号金章华府1317房"
海南凯膜净水设备有限公司,91460100681175454C,2009-01-05,N/A,张胜男,"1,000(万元人民币)","工业、民用纯水、废水回收技术研发及设备销售、安装；海水淡化、节能减排膜技术研发及设备销售、安装；膜法工业浓缩、提纯、分离技术研发及设备销售、安装；地下水重金属处理技术研发及设备销售、安装，水流体成套设备、泳池设备、恒压变频供水设备销售、安装，生活饮用水深度净化产品的研发及设备销售、安装；劳务分包，劳务派遣。",海南,海口,"海南省海口市美兰区大英山东一路10号海阔天空国瑞城（铂仕苑）办公楼1单元12B04层（实际楼层14楼）"
三亚画布旅业有限公司,91460200681172798D,2009-01-05,N/A,陈冬青,"600(万元)","酒店管理，会议策划、会议接待，电子商务,餐饮经营与管理,旅业咨询,酒店及景点营销代理，房屋租赁及咨询服务。",海南,三亚,"三亚市河东区鹿岭路鹿回头半岛"
三亚锦豪装饰工程有限公司,91460200681172528T,2009-01-05,N/A,陈景锋,"50(万元人民币)","室内装饰工程设计、施工，水电安装工程，土石方工程，广告设计制作，建材、装饰材料生产、销售。",海南,三亚,"三亚市吉祥路启德巷26号"
海南瑞泰宁熙健康服务有限公司,91460000681173678J,2009-01-05,N/A,康建宏,"200(万元人民币)","健康咨询,中医健康文化传播、中医保健理疗培训，游泳池设备、桑拿水疗设备、美容美发仪器、装饰装修材料、建筑材料、五金交电、家用电器、酒店用品、床上用品、纺织品、工艺品、办公设备、电子产品的销售。",海南,海口,"海南省海口市国贸三横路8号四海大厦24楼"
定安华兴房产测绘服务有限公司,91469025681172456E,2009-01-05,N/A,巫华军,"51(万元人民币)","房产测绘、不动产测绘、工程测量、房产中介服务。",海南,省直辖县,"定安县定城镇岳崧路第二行政办公区328房"
海南弘鼎实业有限公司,91460100681173256Q,2009-01-05,N/A,翁松雄,"100(万元人民币)","物业服务，房屋租赁，园林设计咨询，水电安装工程，土石方工程，普通货物仓储服务，家电维修，房地产信息咨询，五金交电、日用百货、建材的销售。",海南,海口,"海口市白龙北路1号B幢一楼"
海口金誉通贸易有限公司,91460100681173002U,2009-01-05,N/A,郑义春,"100(万元)","餐饮服务，二手车销售及信息咨询服务、代办二手车过户、代办二手车银行按揭手续，普通货物运输，二手汽车、摩托车、电动车、手机、数码产品、通讯器材、金银手饰、珠宝、工艺品批发、零售。",海南,海口,"海南省海口市琼山区新大洲大道375号滨江帝景小区S1地块S2号商业楼103房"
三亚光谱新能源技术工程有限公司,914602006811726244,2009-01-05,N/A,涂文峰,"50(万元人民币)","太阳能光伏电、光热、海水源、水源、空气源热泵产品、热水锅炉设备、家用中央空调设备、水电管道节能产品的销售、安装工程。",海南,三亚,"三亚市新风路创业大厦A座1502房"
海南鑫泉通达石油设备科技有限公司,91460100681173205G,2009-01-05,N/A,刘俐,"100(万元人民币)","石油、石化、石油气设备（特种设备除外）销售安装及维修，加油站用电设备改造，软件开发服务，加油站改造技术咨询服务，管道安装工程",海南,海口,"海南省海口市龙华区龙昆北路15-1号盛海大厦901室"
海南源安隆药品超市连锁有限公司乐东超市,914690336811743391,2009-01-05,N/A,刘俊滨,"N/A","中成药、中药材、化学药制剂、抗生素、医疗器械、化妆品、保健品、食品、副食品、乳制品",海南,省直辖县,"乐东县抱由镇乐安路乐东县饮食服务公司综合楼一楼"
海南宝嘉园林绿化有限公司,91469002681176027A,2009-01-05,N/A,袁熙,"50(万元人民币)","绿化工程；绿化养护；苗木花卉种植及销售；农家乐经营；水产品养殖及销售；家禽饲养及销售；水产养殖技术服务；渔业资源开发利用与保护技术服务。",海南,省直辖县,"海南省琼海市博鳌镇龙博大道9号"
