企业名称,统一社会信用代码,注册日期,企业类型,法人代表,注册资金,经营范围,所在省份,地区,注册地址
黑龙江省供销合作经济学会,512300007369094286,1986-03-14,N/A,张桂亮,"5(万元)","开展理论研究，经验交流，业务培训，咨询服务。",黑龙江,哈尔滨,"哈尔滨市道里区安心街109号"
哈尔滨市阿城区交界供销合作社,912301121274790475,1986-03-31,集体所有制,王文忠,"17万人民币","零售有毒品：百草枯、敌百虫、敌敌畏、氯氰菊酯、氧乐果、乙草胺",黑龙江,哈尔滨,"哈尔滨市阿城区交界镇"
松岭区东风木材加工厂,912327421318414755,1986-07-08,集体所有制,李景文,"38万人民币","牙签、食品签、雪条棒、咖啡棒、圆棒、火烧木锯材加工。木材加工。",黑龙江,大兴安岭,"黑龙江省大兴安岭地区松岭区小扬气镇"
依兰县农村信用合作联社,91230123129902822F,1986-08-10,N/A,蔡连和,"1,050(万)","农村金融业务",黑龙江,哈尔滨,"依兰县依兰镇通江路480号"
哈尔滨热管联营制造厂,912301031271906306,1986-08-18,联营企业,朱弟生,"94.5万人民币","仅限为本企业办理养老保险医疗保险。",黑龙江,哈尔滨,"哈尔滨市南岗区哈双路４８４号"
齐齐哈尔市衡重机械制造厂,91230206128437965C,1986-11-11,集体所有制,刘国臣,"88万人民币","无。大型金属结构件、铆焊加工。",黑龙江,齐齐哈尔,"黑龙江省齐齐哈尔市富拉尔基区重机厂西街18号"
第一重型机器厂齿轮加工厂,91230206128436081P,1986-12-19,集体所有制,张静源,"80万人民币","齿轮加工，减速机制造及维修，金属结构制造，通用机械零部件加工，液压传动系统及装置制造，冶金炉料及辅料加工；电子产品、电气设备、化工产品(不含化学危险品)、标准件、塑料制品、劳保用品、五金产品批发兼零售；产品包装服务；提供劳动力服务。",黑龙江,齐齐哈尔,"黑龙江省齐齐哈尔市富拉尔基区厂西城乡路西侧"
齐齐哈尔市齐金机械设备制造厂,91230206128435177P,1986-12-19,集体所有制,郑玉柱,"138万人民币","机械设备制造、安装及维修；金属铸、锻件加工；工业炉窑（不含特种设备）制造及维修；电器安装及修理；金属结构制造；房屋零星修理；房屋出租、建筑工程设备出租",黑龙江,齐齐哈尔,"黑龙江省齐齐哈尔市富拉尔基区铁西重机厂厂前路青年街6号"
牡丹江市城郊农村信用合作联社锦江分社,91231002578691143Y,1986-12-26,N/A,韩庆武,"N/A","在《金融许可证》规定的范围内从事经营活动。",黑龙江,牡丹江,"黑龙江省牡丹江市东安区东兴锦江楼下"
宁安市农村信用合作联社三陵信用社,912310845698822045,1986-12-31,N/A,刘国鹏,"N/A","经营中国银行业监督管理委员会依照有关法律、行政法规和其他规定批准的业务，经营范围以批准文件所列的为准。",黑龙江,牡丹江,"黑龙江省牡丹江市宁安市三陵乡政府所在地"
