企业名称,统一社会信用代码,注册日期,企业类型,法人代表,注册资金,经营范围,所在省份,地区,注册地址
中国工商银行股份有限公司北京六里桥支行,91110106756738320F,1993-01-01,N/A,刘国强,"N/A","办理人民币存款、贷款、结算业务；办理票据贴现；代理发行金融债券；代理发行、代理兑付、销售政府债券；代理收付款项；办理外汇存款；外汇汇款；外汇贷款；结售汇",北京,丰台,"北京市丰台区莲花池西里9号"
北京京华广告公司,91110105600437345Q,1993-01-01,N/A,任宝华,"100(万元人民币)","制作、设计、代理、发布国内外广告。",北京,朝阳,"北京市朝阳区东直门外西八间房万红西街二号24号楼二层"
北京京客隆商业集团股份有限公司便利三十二店,91110105801646389U,1993-01-01,N/A,郑凤华,"N/A","零售预包装食品、散装食品、乳制品（含婴幼儿配方乳粉）、保健食品；零售图书、期刊、卷烟、雪茄烟；加工粮油制品；销售医疗器械（仅限Ⅰ类）、日用品、五金交电、工艺品、针纺织品、花卉、饲料、磁卡、化工产品",北京,朝阳,"北京市朝阳区麦子店枣营北里34楼"
北京中土学工程风险管理咨询公司,91110108102076153L,1993-01-01,N/A,张君,"50(万元人民币)","土木建筑工程、建筑机械设备、建筑材料的技术开发、咨询、转让、培训；零售开发后的产品。",北京,海淀,"北京市海淀区百万庄建设部大院"
中国工商银行股份有限公司北京丰台支行,91110106802129498D,1993-01-01,N/A,王智先,"N/A","办理人民币存款、贷款、结算业务；办理票据贴现；代理发行金融债券；代理发行、代理兑付、销售政府债券；代理收付款项；你总行在中国银行业监督管理委员会批准的业务范围内授权的业务；资信调查、咨询、见证业务；办理外汇存款；外汇汇款；外汇贷款；外币兑换；国际结算；结汇、售汇；代理国外信用卡付款。",北京,丰台,"北京市丰台区丰台镇文体路19号"
中国工商银行股份有限公司北京西客站支行花园村储蓄所,91110108665607739F,1993-01-01,N/A,王建国,"30(万)","办理储蓄存款业务；代理发行、代理兑付国库券、代理收付款项、外币兑换、外汇储蓄存款。",北京,海淀,"北京市海淀区车公庄西路29号一层"
北京三创技贸公司,91110102101582898T,1993-01-01,N/A,孙宝庭,"30(万)","零售机械电器设备、仪器仪表、汽车配件、建筑材料、水泥、五金交电、电子计算机、百货、针纺织品、医疗器械、装饰材料；修理机械电器设备及技术咨询、技术服务；家居装饰。",北京,西城,"北京市西城区红居东街2号北"
北京中油惠通科技服务有限责任公司,911101081019257071,1993-01-01,N/A,施德华,"80(万元人民币)","技术开发；机动车公共停车场服务；物业管理。",北京,海淀,"北京市海淀区上地信息路8号1幢B115--B120"
中国工商银行股份有限公司北京青塔支行,91110106802170378B,1993-01-01,N/A,徐强,"N/A","办理人民币存款、贷款、结算业务；办理票据贴现；代理发行金融债券；代理发行、代理兑付、销售政府债券；买卖政府债券；代理收付款项；外汇存款；外汇兑换；国际结算；结汇、售汇；其总行在中国人民银行批准的业务范围内授权的业务。【经营范围中未取得专项许可的项目除外】(企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。)",北京,丰台,"北京市丰台区青塔西路5号"
北京市格瑞特沃营养配餐有限责任公司,91110105101785740D,1993-01-03,N/A,张杰,"200(万元人民币)","餐饮服务。",北京,朝阳,"北京市朝阳区黑庄户乡大鲁店一村南十一区"
通利实业贸易公司,9111000010001256XC,1993-01-03,N/A,王冰,"10,500.5000(万元人民币)","日用百货、文化用品、针纺织品、服装鞋帽、家用电器、畜产品、五金交电、化工原料及制品、建筑材料、机电设备、仪器仪表、汽车零配件、工艺美术品（不含金银制品）、旅游商品的销售（其它国家有专项规定的除外）；经营或代理机械设备、仪器仪表等商品（不包括国家组织统一联合的经营的十六种出口商品及一、二类进口商品）的进出口；承办中外合资经营、合作生产、来料加工、来样加工、来件装配、补偿贸易、对销贸易、易货贸易及转口贸易；销售煤炭",北京,西城,"北京市西城区广安门南街6号广安大厦17层"
北京良乡电气设备公司,911101111027175984,1993-01-03,N/A,赵国庆,"1,200(万元人民币)","制造低压电气开关柜、操作柜、电器设备元件；金属板裁板、折弯。",北京,房山,"北京市房山区良乡凯旋大街10号"
北京新华老曹商贸有限公司,91110105101632568X,1993-01-03,N/A,曹士山,"66(万元人民币)","销售熟肉制品、日用品；货物专用运输",北京,朝阳,"北京市朝阳区小红门乡肖村"
中国商标专利事务所有限公司,911100004000196245,1993-01-03,N/A,宋义兴,"300(万元人民币)","接受客户委托代理商标业务、专利业务；企业登记代理；承办商标、企业标志、包装装璜设计、展览设计、广告设计、制作、发布、代理国内外各类广告；与以上业务相关的咨询、服务。",北京,西城,"北京市西城区月坛南街14号月新大厦"
北京市中电电波传播技术总公司,911101071022879978,1993-01-03,N/A,吴健,"100(万元人民币)","电子产品、电讯器材、电子元器件、电器设备、机械设备的技术开发、技术咨询、技术培训、技术服务；销售自行研制的新产品。(企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。)",北京,石景山,"北京市石景山区鲁谷路74号"
北京市首都房地产开发公司,911101061011325555,1993-01-03,N/A,杨守成,"1,800(万元人民币)","房地产开发、商品房销售；销售金属材料、化工轻工材料、建筑材料、木材、针纺织品、百货、厨房设备、劳保用品、计算机及设备、机械电器设备。(企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。)",北京,丰台,"北京市丰台区右安门外玉林里1号(商务会馆四楼西段404号)"
