企业名称,统一社会信用代码,注册日期,企业类型,法人代表,注册资金,经营范围,所在省份,地区,注册地址
寿光市道口供销合作社张海水生资经营部,91370783MA3CAJMG0U,1990-01-01,集体分支机构(非法人),张海水,"N/A","零售：五金交电、百货、针纺织品、农药(不含危险化学品)、农膜、化肥(依法须经批准的项目，经相关部门批准后方可开展经营活动)*",山东,潍坊,"寿光市侯镇北仉村"
寿光市北洛供销合作社,91370783165683479K,1990-01-01,集体所有制,徐新闻,"162万人民币","零售：日用百货、五金交电、针纺织品、日用杂品、化肥、农药（不含危险化学品）、农膜、农副产品",山东,潍坊,"寿光市北洛镇北洛村"
山东省工艺品进出口集团企业公司,91370000163047866N,1990-01-01,N/A,吕跃进,"217.4万人民币","仓储（不含化学危险品）、物业管理；组织出口货源",山东,青岛,"青岛市城阳区流亭立交桥西侧"
中国农业银行股份有限公司胶州北京路分理处,91370281869675661D,1990-01-01,N/A,韩伟,"0万元","许可经营项目:经营中国银行业监督管理委员会依照有关法律、行政法规和其他规定批准的业务，经营范围以批准文件所列的为准",山东,青岛,"青岛市胶州市北京路2号胶州市行政东楼"
寿光市道口供销合作社北单门市部,91370783MA3CFBWA0H,1990-01-01,集体分支机构(非法人),单广,"3.5万人民币","零售：卷烟、雪茄烟（有效期限以许可证为准)；零售预包装食品，零售散装食品，乳制品（含婴幼儿配方乳粉）；零售：五金交电、百货、针纺织品、农药(不含危险化学品)、农膜、化肥(依法须经批准的项目，经相关部门批准后方可开展经营活动)*",山东,潍坊,"道口镇北单村"
中国农业银行股份有限公司龙口市支行,913706814936501740,1990-01-02,N/A,王宏,"118万人民币","经营中国银行业监督管理委员会依照法律、行政法规和其他规定批准的业务,经营范围以批准文件所列的为准。(有效期限以许可证为准)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。",山东,烟台,"龙口市黄城西环路中段龙口大酒店对面"
潍坊市寒亭区寒亭供销合作社大楼生产门市部,91370703MA3CUQA87X,1990-01-02,集体分支机构(非法人),姜其森,"N/A","化肥零售",山东,潍坊,"寒亭镇寒亭二村"
青岛市市北区辽源路社区服务公司,91370203163745074D,1990-01-03,N/A,崔鑫,"80(万)","组织本街道闲散居民生产、装卸、劳务服务；批发兼零售：汽车零部件、电工器材、建筑材料、装饰材料、日用百货；零售：劳动防护用品；复印、打字；市场开办；市场内经营管理和劳务服务；场地、房屋、摊位、设备租赁；【废品收购；住宿】",山东,青岛,"青岛市市北区通榆路36号丙"
中国工商银行股份有限公司济南趵突泉支行,91370100964709014M,1990-01-03,N/A,邱绪柱,"0万元","经营中国银行业监督管理委员会依照有关法律、行政法规和其他规定批准的业务，经营范围以批准文件所列的为准。(依法须经批准的项目，经相关部门批准后方可开展经营活动)",山东,济南,"济南市市中区济大路11号"
中国工商银行股份有限公司济南趵突泉支行旅游路储蓄所,913701008631695492,1990-01-03,N/A,邱绪柱,"N/A","经营中国银行业监督管理委员会依照有关法律、行政法规和其他规定批准的业务，经营范围以批准文件所列的为准。(依法须经批准的项目，经相关部门批准后方可开展经营活动)",山东,济南,"济南市市中区旅游路28666号国华东方美郡1区3号楼1-102室"
平邑县白彦供销合作社贾庄联合超市,91371326MA3C1APEXM,1990-01-04,集体经营单位(非法人),贾兆平,"1.2万人民币","农药、化肥、百货、日用杂品、针纺织品、文具零售；金银花、花椒、板栗、干鲜果品、花生米购销",山东,临沂,"山东省临沂市平邑县白彦镇同心村"
平邑县白彦供销合作社小黄坡村综合服务站,91371326MA3CU7LC85,1990-01-04,集体经营单位(非法人),谢洪青,"0.5万人民币","副食、农药、烟花爆竹(有效期限以许可证为准)。百货、针纺织品、五金、日用杂品、化肥、农地膜、杂粮零售。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。",山东,临沂,"平邑县白彦镇小黄坡"
平邑县白彦供销合作社传振联合超市,91371326MA3BYQER93,1990-01-04,集体经营单位(非法人),隋纪荣,"3万人民币","农药、食品、烟花爆竹(有效期限以许可证为准)。百货、针纺织品、日用杂品、化肥、农地膜零售",山东,临沂,"平邑县白彦镇驻地"
平邑县白彦供销合作社芳彬联合超市,91371326MA3CDH8K5T,1990-01-04,集体经营单位(非法人),神芳彬,"2.2万人民币","食品、烟花爆竹(有效期限以许可证为准)。百货、针纺织品、五金、日用杂品、服装、鞋帽零售。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。",山东,临沂,"山东省临沂市平邑县白彦镇枣梨村"
新泰市龙廷供销社,91370982169595759T,1990-01-04,集体所有制,单光文,"91万人民币","百货、五金、化肥、土产杂品（除烟花爆竹）、木材、文教用品零售；农副产品",山东,泰安,"山东省泰安市龙廷村"
平邑县白彦供销合作社龙桂联合超市,91371326MA3C1AN96K,1990-01-04,集体经营单位(非法人),龙西桂,"N/A","农药",山东,临沂,"山东省临沂市平邑县白彦镇同心村"
新汶矿业集团有限责任公司第二招待所,91370982796185978T,1990-01-04,N/A,梁翠云,"N/A","住宿",山东,泰安,"山东省泰安市新汶办事处"
新汶矿业集团孙村煤矿多种经营公司..,9137098216959588XH,1990-01-04,N/A,史秀清,"496万人民币","煤副产品、家用电器、汽车零部件、轮胎的批发、零售；矿用机电产品的制造、维修；电器维修；室内外装修；水泥预制品、工艺毯、绒绣、儿童玩具、服装、加工、销售；运输业务咨询 ；汽车装具；汽车轮胎修补；自有房屋租赁；以下项目只限分支经营：汽油、柴油、润滑油、润滑脂、汽车配件的零售。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。",山东,泰安,"山东新泰新汶办事处"
平邑县白彦供销合作社姜家庄综合超市,91371326MA3C5DKR4H,1990-01-04,集体经营单位(非法人),吴文爱,"N/A","百货、针纺织品、五金、日用杂品、家具、化肥、农地膜、杂粮零售；地产中药材购销（依法须经批准的项目，经相关部门批准后方可开展经营活动）",山东,临沂,"山东省临沂市平邑县白彦镇姜家庄村"
中国银行股份有限公司泰安市政广场支行,91370900764832819C,1990-01-05,N/A,张敏,"N/A","经营中国银行业监督管理委员会依照有关法律、行政法规和其他规定批准的业务，经营范围以批准文件所列的为准。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。",山东,泰安,"山东省泰安市东岳大街435-1号"
烟台天富化工实业有限责任公司,913706002656003006,1990-01-06,N/A,赵欧平,"100万人民币","计算机技术咨询、计算机软件开发；网上销售：花卉、生鲜水果蔬菜、装饰材料、日用百货、电子产品、办公用品、化妆品、清洁用品、洗化用品、家居用品、玩具、陶瓷制品、橡胶及塑料制品、工艺礼品；销售：除味系列产品、洗涤用品、化工产品及原料",山东,烟台,"烟台开发区五指山路17号"
山东建勘集团有限公司,91370000495573061M,1990-01-06,N/A,付宪章,"6,702.2100(万元人民币)","岩土工程勘察、岩土工程设计与咨询、地基基础工程施工、建筑工程质量检测；建筑工程设计，市政工程设计，工程鉴定与加固设计施工，城乡规划编制；工程测量、地形测绘、建筑基坑与轨道工程监测、不动产测量、地理信息系统工程建设；摄影测量与遥感；水文地质勘察、劳务类（工程凿井、钻探），市政公用工程施工，地质灾害勘查设计与评估，建筑工程、工程勘察施工图审查，特种专业（结构补强），污染修复工程设计、环保工程施工；建材、五金、交电、建筑装饰装潢材料、金属材料（除危险品）、木材、钢材、一般化工产品、机械设备、电子产品、纸制品、橡胶制品、塑料制品销售（依法须经批准的项目，经相关部门批准后方可开展经营活动）",山东,济南,"山东省济南市天桥区无影山西路686号"
莒南县演马供销合作社五金店,91371300MA3CBWNC5D,1990-01-07,集体分支机构(非法人),冯立峰,"10万人民币","家用电器、电工器材、五金杂品、油漆、颜料、农机配件、文体百货零售",山东,临沂,"临沂临港经济开发区壮岗镇东演马村"
山东华鲁建安集团有限公司,91371327168490488M,1990-01-07,N/A,刘志良,"6,567.3000(万)","房屋建筑工程施工总承包壹级，建筑装饰装修工程专业承包贰级，园林古建筑工程专业承包贰级，钢结构工程专业承包贰级，机电设备安装工程贰级，起重设备安装工程贰级",山东,临沂,"莒南县城华鲁街"
淄博康平机电安装工程有限公司,91370305265160464Q,1990-01-07,N/A,崔课贤,"1200万人民币","机电设备、线路、管道安装维修及配套土建工程；防腐保温工程；化工设备清洗；通讯信息网络工程施工；化工配件加工；门窗制作安装；批零化工产品及原料",山东,淄博,"淄博市临淄区辛三路19号"
莒南县壮岗供销合作社生产资料采购站二店,91371300MA3C4NKT20,1990-01-07,集体分支机构(非法人),冯守礼,"N/A","化肥、农地膜、中小农具零售。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。",山东,临沂,"临沂临港经济开发区壮岗镇东演马村"
诸城市桃林供销合作社,91370782169713794X,1990-01-08,集体所有制,郭德玉,"56万人民币","批发、零售化肥，高效低毒、低残留农药，农膜，日用杂品，针织品，百货，五金交电，收购土产品。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。",山东,潍坊,"山东省潍坊市诸城市桃林乡桃林村"
济南兴华汽车修理有限公司,913701021631474022,1990-01-08,N/A,李新祺,"52万元","二类汽车维修（小型车辆维修）",山东,济南,"济南市历下区和平路29号"
泰安市岱岳区满庄镇教育书店,91370900866531400H,1990-01-08,N/A,高传银,"2万人民币","图书报刊零售;日用百货、文体用品、五金交电、劳保用品、床上用品销售。(依法须经批准的项目，经相关部门批准后方可开展经营活动)",山东,泰安,"山东省泰安市满北村"
中国银行股份有限公司胶州广州北路支行,9137028186967540XJ,1990-01-08,N/A,贾红梅,"0万元","许可经营项目:经营中国银行业监督管理委员会依照有关法律、行政法规和其他规定批准的业务，经营范围以批准文件所列的为准",山东,青岛,"青岛市胶州市广州北路6号第7号网点"
山东水利工程机械总厂,913700001630414136,1990-01-09,国有企业,薛军,"1075万人民币","装载机、水利闸门启闭机、泥浆泵、裹砂混凝土搅拌机、金属结构及其构件制造、电焊、气焊、铆焊服务；机械零件加工；机械设备租赁。(依法须经批准的项目，经相关部门批准后方可开展经营活动)",山东,济南,"济南市历城区大桥路229号"
