企业名称,统一社会信用代码,注册日期,企业类型,法人代表,注册资金,经营范围,所在省份,地区,注册地址
郴州湖广休闲山庄有限公司,91431003698586313C,2010-01-01,N/A,李藕莲,"800(万元人民币)","休闲渡假，果树、苗木的种植，淡水鱼的养殖。",湖南,郴州,"郴州市苏仙区桥口镇园艺场"
衡阳聚鑫物业有限公司,91430407698583921M,2010-01-04,N/A,谢晓英,"50(万元人民币)","物业管理，服务",湖南,衡阳,"衡阳市石鼓区中山北路6号4楼"
湖南松雅湖畔农业科技有限公司,914301215507198537,2010-01-04,N/A,程继刚,"200(万元人民币)","农业新产品、新技术的开发、推广；农产品、花卉的种植、销售；水产养殖；提供农业科技信息咨询、园林绿化、垂钓服务。",湖南,长沙,"长沙县安沙镇水塘浣村"
汉寿县汉霖农业科技有限公司,914307226985826465,2010-01-04,N/A,王用国,"500(万元人民币)","农作物种植；林木的培育和种植；畜禽、水产品养殖销售；政策允许的农副产品购销。",湖南,常德,"常德市汉寿县大南湖乡永红居委会02-07号"
新化县丰收有机稻种植专业合作社,934313225507050723,2010-01-04,N/A,刘南方,"513(万元人民币)","N/A",湖南,娄底,"新化县上梅镇立新桥广场一号资丰种业二楼"
安化县安平旅行社有限公司,91430923698597848B,2010-01-04,N/A,谭军甫,"30(万元人民币)","经营国内旅游业务、入境旅游业务（凭有效的旅行社业务经营许可证经营）代售火车票、飞机票业务；代办出境证照（以上经营项目涉及国家专项规定的需许可后凭有效的许可证件经营）",湖南,益阳,"安化县东坪镇萸江路房产局大院"
湘潭县龙家水稻种植专业合作社,93430321338376638J,2010-01-04,N/A,彭春林,"300(万元人民币)","N/A",湖南,湘潭,"湘潭县易俗河镇高岭村资家组"
湖南创祥商贸有限公司,91430105698581037B,2010-01-04,N/A,周伟文,"201(万元人民币)","一类医疗器械、二类医疗器械、三类医疗器械的销售；医疗设备租赁服务；日用百货零售。",湖南,长沙,"长沙市开福区蔡锷北路571号"
安乡县三赢广告有限公司,91430721698587455D,2010-01-04,N/A,毕忠萍,"20(万元人民币)","广告设计、制作、代理、发布服务，广告用品销售。",湖南,常德,"湖南省常德市安乡县深柳镇保堤社区和平休闲街一单元二楼202号(血防医院西)"
信永中和(北京)国际工程管理咨询有限公司长沙分公司,914301056985812806,2010-01-04,N/A,N/A,"N/A","经总公司授权，在总公司经营范围内从事：建设项目建议书与可行性研究及投资估算的编制、审计及项目经济评价；工程概算、预算、结算、竣工结（决）算、工程招标标底、投资报价的编制和审核；提供建设项目各阶段工程造价监控及工程索赔业务服务；提供工程造价信息咨询服务；接受司法机关与仲裁机构委托对工程经济纠纷进行鉴定；与工程造价业务有关的其他业务。",湖南,长沙,"长沙市开福区通泰街街道中山路589号开福万达广场C区1号写字楼26层"
株洲市雪竹湖生态休闲有限公司,91430211698584430W,2010-01-04,N/A,余澜韬,"30(万元人民币)","水产品养殖，苗木种植（依法须经批准的项目，经相关部门批准后方可开展经营活动）",湖南,株洲,"株洲市天元区黄河北路蓝天花园5栋101号"
湖南成强农村经济开发有限公司,914301036985809820,2010-01-04,N/A,王春琦,"501(万元人民币)","农业技术的研发、推广及技术咨询服务；旅游开发；花卉、苗木、盆景的销售；休闲生态农业开发；机械产品、水产品的销售；园林绿化工程设计及技术咨询服务；草坪、盆景的培育、销售",湖南,长沙,"长沙市天心区蔡锷南路与城南路交界西面添景阁A栋106房。"
