企业名称,统一社会信用代码,注册日期,企业类型,法人代表,注册资金,经营范围,所在省份,地区,注册地址
中元国信信用担保有限公司河北分公司,911301010604777165,2013-01-04,N/A,郝志坚,"N/A","与担保业务有关的咨询、财务顾问中介服务。",河北,石家庄,"石家庄高新区黄河大道136号415室"
中国民生银行股份有限公司邯郸复兴路支行,91130400060463568H,2013-01-04,N/A,申巍,"N/A","吸收公共存款；发放短期、中期和长期贷款；办理国内外结算；办理票据承兑与贴现；代理发行金融债劵；从事同业拆借；买卖、代理买卖外汇；从事结汇售汇业务；从事银行卡业务；提供信用证服务及担保；代理收付款项；提供保管箱服务；黄金实物金条、金银制品及饰品的销售业务；经中国银行业监督管理委员会批准的其他业务；保险兼业代理业务（依法须经批准的项目，经有关部门批准后方可开展经营活动）。",河北,邯郸,"河北省邯郸市复兴区复兴路19号"
丰宁满族自治县神墨文化传媒有限公司,91130826060451241W,2013-01-04,N/A,戚伯良,"100(万元人民币)","组织文化艺术交流活动；企业形象策划；广告设计、制作（依法须经批准的项目，经相关部门批准后方可开展经营活动）",河北,承德,"丰宁满族自治县大阁镇庆丰东街林业车队底商"
任丘市上亿机动车配件有限公司,9113098206045256X6,2013-01-04,N/A,寇银平,"20(万元人民币)","生产：摩托车配件、电动车配件、汽车配件。",河北,沧州,"任丘市长丰镇寇村东"
任丘市凯德电动车有限公司,91130982060454901E,2013-01-04,N/A,刘伟民,"30(万元人民币)","生产：电动车及配件。",河北,沧州,"任丘市长丰镇北张村"
中国科技出版传媒股份有限公司石家庄分公司,91130108060468799B,2013-01-04,N/A,李鹏奇,"N/A","设计、制作印刷品广告（印刷除外）。",河北,石家庄,"河北省石家庄市裕华区方文路2号凤凰城紫薇苑28号A办公楼1301-1308、1401-1408、1501-1508"
东光县博煜化工有限责任公司,911309230604511613,2013-01-04,N/A,张志强,"100(万元人民币)","批发销售：易燃气体：环氧乙烷、甲醚；低闪点液体：乙烷、丙酮；中闪点液体：石脑油、二氯乙烷、甲苯、甲醇、乙醇、异丙醇、丁酮、甲基叔丁基醚、乙酸乙酯、乙酸丁酯、甲基丙烯酸甲酯；高闪点液体：二甲苯、苯乙烯、丁醇、糠醛、环己酮；毒害品：3-氯-1，2环氧丙烷、苯酚、二氯甲烷、糖醇；腐蚀品：硫酸、盐酸、甲酸、苯磺酸、对甲苯磺酸、对二甲苯磺酸、磷酸、乙酸、丙烯酸、氢氧化钠、甲醛（无储存经营）、呋喃树脂、磺酸固化剂、LD水基涂料、醇基涂料、消失膜、封箱胶、粘接剂、脱模剂、防烧剂、冷媒剂、乳化油、刀削液、轧制油、防冻液、辛醇、硅溶胶",河北,沧州,"东光县东光镇三里庄"
丰宁满族自治县兴华商贸有限公司,91130826060450505Y,2013-01-04,N/A,王瑞民,"300(万元人民币)","五金建材、砂石料、矿产品（国家限制品种除外）购销；羊绒、皮毛（国家限制品种除外）收购、销售",河北,承德,"丰宁满族自治县凤山镇南营子村"
临城酷悦碳酸钙有限公司,911305220604535628,2013-01-04,N/A,陈连言,"300(万元人民币)","轻质碳酸钙系列产品的生产（法律法规禁止的项目不得经营，法律法规限制的项目取得许可后方可经营）；碳酸钙、石子、白灰的销售",河北,邢台,"河北临城经济开发区西区黑城乡李家庄村西"
丰宁满族自治县宸晖商贸有限公司,91130826060450281R,2013-01-04,N/A,孙海涛,"1,000(万元人民币)","装载机、挖掘机、矿山机械配件销售",河北,承德,"丰宁满族自治县胡麻营乡胡麻营村"
三河市紫金房地产开发有限公司,911310820604654325,2013-01-05,N/A,孙伟,"1,281(万元人民币)","房地产开发、销售；自有房屋租赁。",河北,廊坊,"三河市区京哈路南侧迎宾路西侧"
井陉县恒茂养羊专业合作社,93130121060461220W,2013-01-05,N/A,郝玉芳,"N/A","组织采购、供应成员养羊所需的饲料，组织收购、销售成员饲养的肉羊，肉羊养殖，为成员引进肉羊新品种、饲料新技术，对成员开展技术培训，技术交流和咨询服务*",河北,石家庄,"井陉县威州镇南固底村"
临城县朝晖饲料有限公司,91130522060453108X,2013-01-05,N/A,梁朝辉,"60(万元人民币)","饲料加工、销售",河北,邢台,"河北临城经济开发区人民大街西侧、丹霞路北侧"
临漳县科沃养殖场,911304230657390840,2013-01-05,个人独资企业,王雨,"N/A","肉羊养殖（畜禽养殖场养殖代码证有效期至2013年12月26日）*",河北,邯郸,"临漳县章里集乡章里集村"
中国人寿财产保险股份有限公司唐山市丰南区支公司,91130282061651907J,2013-01-08,N/A,王景武,"N/A","财产损失保险、责任保险、信用保险和保证保险；短期健康保险和意外伤害保险业务；经中国保监会批准的其他业务（房屋租期至2018年4月22日）（依法须经批准的项目，经相关部门批准后方可开展经营活动）",河北,唐山,"唐山市丰南区汇通路282号"
中国民生银行股份有限公司遵化支行,9113028106049847X9,2013-01-08,N/A,张琨,"N/A","吸收公众存款；发放短期、中期和长期贷款；办理国内外结算；办理票据承兑和贴现；发行金融债券；代理发行、代理兑付、承销政府债券；买卖政府债券、金融债券；从事同业拆借；买卖、代理买卖外汇；从事银行卡业务；提供信用证服务及担保；代理收付款项及代理保险业务；提供保管箱服务；黄金实物金条、金银制品及饰品的销售业务；经国务院银行业监督管理机构批准的其它业务（依法须经批准的项目，经相关部门批准后方可开展经营活动）",河北,唐山,"河北省遵化市水泉北路与北二环东路交叉口北侧"
三河市威斯普橡塑制品有限公司,91131082061682033N,2013-01-08,N/A,柯雪,"30(万元人民币)","许可经营项目：无；一般经营项目：销售：橡塑制品，机械设备；货物进出口、代理进出口",河北,廊坊,"三河市燕郊开发区迎宾北路东侧创业大厦"
中国石油天然气股份有限公司河北张家口销售分公司第一百零三加油站(东西两站),91130726060471648K,2013-01-08,N/A,吴志伟,"N/A","汽油、柴油[闭杯闪点≤60℃]零售，润滑油零售。",河北,张家口,"蔚县南杨庄乡南梁庄村"
故城县武官寨百合皮毛加工厂,92131126MA08HPUE04,2013-01-13,N/A,于福军,"N/A","皮毛制品加工、销售*",河北,衡水,"故城县武官寨镇后屯村"
遵化市民乐农资有限公司现井加盟店,92130281MA09TLLJXA,2013-01-13,N/A,王秀力,"N/A","种子 农药 化肥 代销(依法须经批准的项目,经相关部门批准后方可开展经营活动)",河北,唐山,"遵化市马兰峪镇现井村"
上海浦东发展银行股份有限公司邯郸滏东大街支行,91130400060497127P,2013-01-16,N/A,郝俊坡,"N/A","吸收公众存款；发放短期、中期、长期贷款；办理国内外结算；办理票据承兑与贴现；代理发行金融债券；代理发行、代理兑付、承销政府债券、金融债券；从事同业拆借；买卖、代理买卖外汇；从事银行卡业务；提供信用证服务及担保；代理收付款项及代理基金；提供保管箱服务；经中国银行业监督管理委员会批准的业务范围内授权的业务；经中国银行业监督管理委员会批准的其他业务；代理保险业务。",河北,邯郸,"邯郸市邯山区滏东南大街119号3号商业楼"
临漳县承航文化艺术有限公司,911304230604938987,2013-01-16,N/A,常俊芳,"12(万元人民币)","综合文艺表演（营业性演出许可证有效期至2015年3月1日）；企业形象策划、公司礼仪服务、市场营销策划，图文广告设计、制作，销售文化办公用品、工艺礼品（不含文物）、乐器",河北,邯郸,"临漳县临漳镇邺都南大街新邺市场39号"
任丘市广顺环保科技有限公司,91130982060487498X,2013-01-16,N/A,崔长宝,"800(万元人民币)","环保工程技术咨询服务；销售：环保治理设备；生产：聚丙烯酰胺、纤维素、泥浆材料、絮凝剂、保水剂、抑尘剂、钛白粉、聚乙烯醇、胶粉、造纸助剂、三聚氰胺、预糊化淀粉、造纸分散剂、聚合氯化铝、消泡剂、阻垢剂、杀菌剂、粘合剂。",河北,沧州,"任丘市梁召镇南丁务村"
中国江苏国际经济技术合作集团有限公司河北分公司,91130104061658738U,2013-01-16,N/A,季俊,"N/A","承包各类国内工程（含境内外资工程）；承担各类工业、民用建筑工程的咨询、勘察、设计和监理；环境工程设计、施工及技术咨询；钢结构及网架工程的设计、制作、安装和相关的技术服务，电子产品及通信设备（卫星地面接收设施除外）的销售及相关的技术咨询服务，计算机网络工程的设计、安装，计算机及其外部设备的销售和应用技术服务。空调、制冷、消防、楼宇自动控制设备工程、成套设备系统工程的设计、安装和维护",河北,石家庄,"石家庄桥西区槐安西路260号乐橙商务A座710"
三河市智汇热力有限公司,911310820604990851,2013-01-16,N/A,王东海,"500(万元人民币)","许可经营项目：热力供应；",河北,廊坊,"河北省三河市燕郊国家高新区东环路204号"
临城县平安机动车驾驶服务有限公司,91130522060487770J,2013-01-16,N/A,宁增强,"2,000(万元人民币)","汽车性能检验服务、汽车安全检验服务、汽车尾气检验服务、其他汽车检验服务；为机动车驾驶员考试提供场地及相关设施的服务。",河北,邢台,"临城县临城镇东泥河村东400米处"
中国邮政储蓄银行股份有限公司大城县永定大街营业所,91131025061664847Y,2013-01-16,N/A,苑晓晨,"N/A","吸收本外币储蓄存款业务；办理国内、国际汇兑业务；办理银行卡",河北,廊坊,"大城县新城区永定大街南侧环保局对过"
乐亭县城关红丰塑料厂。,92130225MA096MD86A,2013-01-16,个体工商户,孙悦军,"N/A","塑料制品加工、销售",河北,唐山,"乐亭县城关西高村乐港路西侧"
东劲集团股份有限公司,91131100060488503C,2013-01-16,N/A,刘宙鑫,"10000万元人民币","一般经营项目:橡胶板、带、胶管及总成、金属密封件、油管接头、金属管及波纹补偿器、橡塑金属制品、石棉保温制品、矿山机械设备、数控机床、智能机器人、海洋工程装备、诊疗设备、自动取款机、自动售货机、新能源汽车的生产、销售及进出口;谷物种植及磨制;科技中介服务;新材料技术、节能技术推广服务;信息技术咨询服务;...",河北,衡水,"河北省景 县开发区"
东光县昌盛种植专业合作社,9313092306166402XJ,2013-01-17,N/A,邢沛荣,"N/A","为种植户提供生产资料，推销农副产品，引用种植新技术**",河北,沧州,"东光县秦村镇秦二村"
保定市泉通公路工程有限公司,911306070604908735,2013-01-17,N/A,曹辰洋,"1,000(万元人民币)","沥青混凝土制造；水泥混凝土、公路路面材料销售；工程机械设备租赁；土石方挖掘。",河北,保定,"保定市满城区石井乡石井村"
任丘市星策电动车有限公司,91130982060498138M,2013-01-17,N/A,王军华,"48(万元人民币)","生产：电动车、三轮电动车及配件。",河北,沧州,"任丘市长丰镇寇村村北"
任丘市添富投资咨询有限公司,91130982061650824J,2013-01-17,N/A,王美华,"48(万元人民币)","投资咨询",河北,沧州,"任丘市长丰镇寇村村西北"
唐山利名装卸有限公司,91130225060494874J,2013-01-17,N/A,刘爱军,"100(万元人民币)","普通货物装卸；在港区内提供货物装卸。",河北,唐山,"唐山海港开发区3-2小区208楼1门102号"
宁晋县郭强墩布原料加工厂,92130528MA0A2QNUXC,2013-01-17,个体工商户,郭强,"N/A","墩布原料加工、销售*（依法须经批准的项目，经相关部门批准后方可开展经营活动）",河北,邢台,"宁晋县大曹庄乡周村小学东侧"
唐山市丰南区中鼎塑料制品有限公司,91130282060492369P,2013-01-17,N/A,刘青山,"50(万元人民币)","塑料制品加工（凭环保许可生产经营）（依法须经批准的项目，经相关部门批准后方可开展经营活动）（不得从事本省产业政策禁止或限制经营的项目）",河北,唐山,"丰南区丰南镇205国道高速桥下"
任丘市星佟摩托车配件有限公司,911309820633546588,2013-01-17,N/A,王小华,"48(万元人民币)","生产：摩托车配件。",河北,沧州,"任丘市长丰镇寇村村北"
东光县金丰农业专业合作社,93130923MA09JKKT8P,2013-01-17,N/A,金锋锋,"100万人民币","为成员统一组织采购、供应成员所需的生产资料、农产品销售、储藏以及为成员引进农业新技术、推广新品种相关的技术信息咨询服务。",河北,沧州,"东光县灯明寺镇东金庄村"
安平县永讯金属丝网制品有限公司,91131125060494241B,2013-01-17,N/A,赵恒,"50(万元人民币)","生产、销售：丝网制品、护栏网、勾花网、边坡防护网、电焊网、过滤器材、丝网深加工产品；销售：五金制品、塑料制品及进出口业务。",河北,衡水,"安平县什伍村村西500米处"
安平县新方丝网制品有限公司,91131125061650605R,2013-01-17,N/A,赵华,"50(万元人民币)","生产、销售：丝网制品、钢格板、钢筋支架、护栏网、窗纱、滤芯、勾花网、电焊网、冲孔网、钢筋网、钢板网、石笼网、矿筛网、铜网、宠物笼、不锈钢网、防护网及立柱；销售：塑料制品、玻纤制品、五金制品、丝网机械及进出口业务。",河北,衡水,"安平县角南村东20米处;安平县南王庄镇角南村村东110米处"
保定众德科仪电气科技有限公司,91130605061650947K,2013-01-17,N/A,秦素花,"2,000(万元人民币)","电力仪器仪表、工业自动化控制系统、电子元器件、计算机、软件及辅助设备、通讯终端设备的研发、生产、销售、维修、安装及咨询服务；货物和技术进出口业务，但国家限定公司经营或禁止进出口的货物和技术除外；集成电路制造、设计；电子与自动控制技术研究服务；五金产品、电线、电缆的批发、零售；仪器仪表租赁",河北,保定,"保定市创业路31号四楼410,411室"
唐山市丰南区广聚金土石方机械工程有限公司,91130282060491817H,2013-01-17,N/A,王俊克,"50(万元人民币)","土石方机械施工、水电安装（凭资质经营）、设备出租（依法须经批准的项目，经相关部门批准后方可开展经营活动）",河北,唐山,"唐山市丰南区尖字沽乡东河沽村"
安国市昇晟小麦农民专业合作社,93130683061683810T,2013-01-17,N/A,王志军,"N/A","组织采购成员所需生产资料、为成员提供小麦种植技术咨询服务（法律、行政法规或者国务院规定决定须经批准的项目，未获得批准前不得开展经营活动）",河北,保定,"安国市西城乡西寇村西六区幸福街51号"
临漳县太昌养殖有限公司,91130423MA07P7279X,2013-01-17,N/A,陈素平,"600(万元人民币)","羊养殖、销售（动物防疫条件合格证有效期至2013年12月13日、养殖企业代码证有效期至2014年12月30日）",河北,邯郸,"临漳县习文乡刘太昌村"
保定市荣泰塑业有限公司,911306060604980746,2013-01-17,N/A,杨梓傲,"2,000(万元人民币)","塑料制品生产、加工、销售，塑料制品技术开发，技术转让、自营和代理除国家组织统一联合经营的出口商品和国家实行核定公司经营的进口商品除外的其他货物的进出口业务。",河北,保定,"保定市莲池区东二环269号"
丰宁满族自治县硕丰商贸有限公司,9113082606049273X5,2013-01-17,N/A,王继红,"30(万元人民币)","预包装食品零售；日用百货、电脑耗材、办公用品零售（依法须经批准的项目，经相关部门批准后方可开展经营活动）",河北,承德,"丰宁满族自治县大阁镇阳光水岸东二号底商"
围场满族蒙古族自治县盛富粮油加工有限公司,91130828060493070U,2013-01-17,N/A,胡海龙,"1,000(万元人民币)","食用植物油（全精炼）、米、面加工、销售；货物进出口、技术进出口。",河北,承德,"朝阳湾镇小拨村北湾子81号"
威县兴业橡胶制品加工厂,92130533MA09701H9T,2013-01-17,个体工商户,朱振业,"N/A","橡胶制品加工销售。",河北,邢台,"河北省邢台市威县固献乡西孙家庄村"
元氏恒盛樟脑制品厂,92130132MA09B37592,2013-01-17,个体工商户,赵卫中,"N/A","樟脑丸、护衣宝、芳香球及防蛀产品加工销售",河北,石家庄,"元氏县东杜村"
保定威佳文体用品制造有限公司,91130682060492692T,2013-01-17,N/A,丁增淼,"1,150(万元人民币)","体育器材、健身器材制造、销售、安装及售后服务；武术器材、体育服装、球类、音美器材、劳技器材、塑胶跑道、运动地板、人造草坪、运动场地围网、学生课桌椅、床、教学仪器、教学实验室设备、文件柜、幼儿玩具、非电动游乐设备、体能测试器材（医疗器械除外）制造；投影设备、文具用品、办公家具、不锈钢制品、厨房设备、家用电器、采暖设备，舞台灯光、音响设备、安防设备、多媒体教学设备、计算机、软件及辅助设备、电子产品、I类医疗器械、II类医疗器械销售（依法须经批准的项目，经相关部门批准后方可开展经营活动）",河北,保定,"定州市庞村镇大西丈村"
大城县鑫桑田农作物种植农民专业合作社,93131025073715090C,2013-01-17,N/A,魏志中,"N/A","玉米、高粱、豌豆、花生、蔬菜种植销售；为本社成员购买所需的农业生产资料，提供农业信息咨询服务。",河北,廊坊,"大城县魏王文村"
保定铭航商贸有限公司,91130606060494700D,2013-01-17,N/A,张保生,"100(万元人民币)","电子产品，计算机、软件及辅助设备，通讯设备，五金产品，文具用品，建材（不含木材），灯具，装饰物品，其他机械设备批发、零售。",河北,保定,"保定市莲池区裕华金街B座618室"
临城县吉磊碳酸钙有限公司,911305220604912866,2013-01-17,N/A,张晓,"200(万元人民币)","碳酸钙生产、销售；石子、白灰销售",河北,邢台,"河北临城经济开发区西区黑城乡闫家庄村西侧"
三河市新高度商贸有限公司,91131082061686851W,2013-01-17,N/A,解国刚,"200(万元人民币)","零售：预包装食品（食品流通许可证有效期至2017年8月13日）、保健食品、服装鞋帽、办公用品、电子产品、计算机及其周边设备、通讯设备（不含卫星地面接收设备及国家禁限项目）、I类医疗器械、家具、文具、箱包、日用品、玩具、工艺礼品、字画（不含国家禁限）、珠宝首饰；对所售商品的技术咨询、技术服务；货物进出口。",河北,廊坊,"河北省廊坊市三河市燕郊开发区汉王路东侧(汉王制造公司北侧办公楼524号)"
唐山市丰润区力润源电器开关有限公司,911302210604969170,2013-01-17,N/A,刘辰钊,"1,000(万元人民币)","高低压电器开关柜、电器开关、电线电缆、五金电料、电力金具批发零售；高低压电器开关柜制售（依法须经批准的项目，经相关部门批准后方可开展经营活动）",河北,唐山,"唐山丰润区唐丰路422号"
保定金色阳光旅行社有限公司唐县分公司,91130627063117214E,2013-01-17,N/A,李伟,"N/A","国内旅游和入境旅游业务、旅游咨询，工艺品销售，机票代订，会议接待",河北,保定,"唐县城西"
